# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts_new5.txt" "-T" "8" "bam/SRR20281612.sorted.bam" "bam/SRR20281613.sorted.bam" "bam/SRR20650029.sorted.bam" "bam/SRR20650030.sorted.bam" "bam/SRR20650031.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281612.sorted.bam	bam/SRR20281613.sorted.bam	bam/SRR20650029.sorted.bam	bam/SRR20650030.sorted.bam	bam/SRR20650031.sorted.bam
MA_RS29425	NC_003552.1	2910491	2911954	+	1464	475	533	41	29	21
MA_RS12235	NC_003552.1	2912153	2912896	+	744	101	94	18	7	7
MA_RS12240	NC_003552.1	2912899	2913531	+	633	124	72	18	16	10
MA_RS12245	NC_003552.1	2913777	2917652	-	3876	5622	6092	551	378	412
MA_RS12250	NC_003552.1	2917642	2918955	-	1314	2386	2724	397	175	220
MA_RS12255	NC_003552.1	2919153	2921201	-	2049	4244	3642	325	208	228
MA_RS12260	NC_003552.1	2921277	2923976	-	2700	2988	2698	260	170	158
MA_RS27015	NC_003552.1	2924265	2924411	-	147	2	11	2	0	4
MA_RS12265	NC_003552.1	2924500	2925885	-	1386	192	191	26	9	10
MA_RS12270	NC_003552.1	2926166	2926411	+	246	2045	1363	15	9	16
MA_RS25535	NC_003552.1	2926380	2926607	+	228	335	215	27	14	17
MA_RS28630	NC_003552.1	2926745	2926933	-	189	76	47	0	0	2
MA_RS12280	NC_003552.1	2927245	2928777	-	1533	1706	1656	191	105	109
MA_RS12285	NC_003552.1	2928809	2928934	-	126	259	219	0	4	1
MA_RS12290	NC_003552.1	2929235	2930611	-	1377	1380	1281	144	38	100
MA_RS12295	NC_003552.1	2930803	2931831	-	1029	606	523	70	67	36
MA_RS12300	NC_003552.1	2931898	2935383	-	3486	4549	4723	1177	644	610
MA_RS12305	NC_003552.1	2935402	2938998	-	3597	3634	3632	746	458	455
MA_RS12310	NC_003552.1	2939132	2939704	-	573	902	629	156	133	84
MA_RS12315	NC_003552.1	2940373	2940457	-	85	34	9	2	0	0
MA_RS12320	NC_003552.1	2940555	2941310	+	756	5421	5489	801	601	698
MA_RS12325	NC_003552.1	2941685	2941993	+	309	712	520	51	52	56
MA_RS12335	NC_003552.1	2942310	2943596	-	1287	119	65	39	42	20
MA_RS12340	NC_003552.1	2943739	2943939	+	201	9	13	0	0	0
MA_RS12345	NC_003552.1	2944122	2944466	+	345	408	202	5	4	10
MA_RS12350	NC_003552.1	2944659	2946044	-	1386	554	356	111	70	74
MA_RS12355	NC_003552.1	2946057	2947064	-	1008	488	351	87	52	92
MA_RS12360	NC_003552.1	2947076	2949460	-	2385	309	328	206	96	91
MA_RS12365	NC_003552.1	2950991	2953906	+	2916	1733	1639	98	58	60
MA_RS28640	NC_003552.1	2954118	2954303	+	186	31	39	2	4	0
MA_RS28645	NC_003552.1	2954363	2954584	+	222	243	175	17	13	8
MA_RS12375	NC_003552.1	2955023	2955541	+	519	833	643	24	12	22
MA_RS12380	NC_003552.1	2955775	2956182	-	408	5463	4371	39	36	9
MA_RS12385	NC_003552.1	2956800	2956872	-	73	289	178	10	4	6
MA_RS12390	NC_003552.1	2957110	2957511	-	402	18497	15022	272	287	229
MA_RS12395	NC_003552.1	2957546	2957878	-	333	24589	17284	2174	2277	1698
MA_RS27025	NC_003552.1	2958338	2958514	+	177	50	34	0	2	0
MA_RS12400	NC_003552.1	2958578	2959042	+	465	2070	1550	151	113	139
MA_RS12405	NC_003552.1	2961448	2962959	+	1512	8332	8503	873	560	531
MA_RS12410	NC_003552.1	2963638	2964924	-	1287	158	83	36	38	34
MA_RS25545	NC_003552.1	2965388	2965558	+	171	42	29	0	0	0
MA_RS12415	NC_003552.1	2965720	2965992	+	273	191	164	4	16	0
MA_RS12420	NC_003552.1	2966285	2966692	+	408	251	255	3	0	2
MA_RS12425	NC_003552.1	2966867	2967061	+	195	28	27	1	0	6
MA_RS12430	NC_003552.1	2967083	2967262	+	180	86	33	0	2	0
MA_RS24605	NC_003552.1	2967941	2969869	+	1929	1146	1089	483	356	367
MA_RS28650	NC_003552.1	2970820	2970963	-	144	1	0	0	0	0
MA_RS12445	NC_003552.1	2970898	2971140	+	243	50	82	0	0	0
MA_RS25550	NC_003552.1	2971346	2971969	+	624	986	1195	199	105	126
MA_RS12455	NC_003552.1	2972077	2972823	-	747	1672	1918	152	118	121
MA_RS12460	NC_003552.1	2973045	2973692	-	648	941	803	25	11	39
MA_RS12470	NC_003552.1	2974508	2975953	+	1446	1875	1796	288	143	141
MA_RS12475	NC_003552.1	2975931	2977709	+	1779	813	825	402	142	199
MA_RS12485	NC_003552.1	2978376	2979587	-	1212	309	213	28	35	25
MA_RS12490	NC_003552.1	2979708	2980598	-	891	556	712	49	14	36
MA_RS12495	NC_003552.1	2981201	2981392	-	192	2251	2173	47	103	49
MA_RS12500	NC_003552.1	2982293	2982961	-	669	242	205	10	12	8
MA_RS12505	NC_003552.1	2983079	2983888	-	810	454	508	66	48	62
MA_RS12510	NC_003552.1	2984190	2985278	+	1089	5697	7741	266	219	206
MA_RS12515	NC_003552.1	2985514	2985786	+	273	22	40	0	6	0
MA_RS12520	NC_003552.1	2986018	2987220	+	1203	1333	1356	236	190	230
MA_RS12525	NC_003552.1	2987304	2988848	+	1545	4395	5015	648	409	428
MA_RS28655	NC_003552.1	2989558	2990130	+	573	1698	2462	159	111	132
MA_RS12530	NC_003552.1	2990012	2991094	+	1083	1056	1289	428	232	319
MA_RS12535	NC_003552.1	2991091	2992266	+	1176	133	83	70	37	56
MA_RS12540	NC_003552.1	2992269	2993099	+	831	110	86	83	18	58
MA_RS12545	NC_003552.1	2993100	2995208	+	2109	459	400	91	70	71
MA_RS12550	NC_003552.1	2995208	2998648	+	3441	1018	989	252	117	172
MA_RS12555	NC_003552.1	2998810	2999253	-	444	171	177	9	13	16
MA_RS12560	NC_003552.1	2999387	2999611	-	225	236	241	4	18	9
MA_RS12565	NC_003552.1	2999614	3000480	-	867	218	228	38	27	32
MA_RS12570	NC_003552.1	3000967	3001503	+	537	770	635	42	28	27
MA_RS12575	NC_003552.1	3001749	3002984	+	1236	1794	1465	129	127	120
MA_RS12580	NC_003552.1	3003323	3003964	+	642	608	697	3593	1835	2699
MA_RS12595	NC_003552.1	3005565	3007070	+	1506	519	455	357	144	271
MA_RS12600	NC_003552.1	3007439	3008758	-	1320	13186	13205	917	513	651
MA_RS27030	NC_003552.1	3009987	3010130	+	144	660	372	10	16	3
MA_RS12605	NC_003552.1	3011058	3011258	-	201	26	9	6	8	2
MA_RS12610	NC_003552.1	3011832	3012434	+	603	4379	4351	202	250	187
MA_RS12620	NC_003552.1	3015681	3016349	-	669	1484	1225	125	62	69
MA_RS12625	NC_003552.1	3016402	3019578	-	3177	20637	23596	4700	2211	3160
MA_RS27035	NC_003552.1	3020111	3020251	-	141	105	102	8	3	2
MA_RS12630	NC_003552.1	3020650	3021894	-	1245	1301	989	161	139	174
MA_RS12635	NC_003552.1	3022250	3023146	-	897	852	663	136	54	97
MA_RS12640	NC_003552.1	3023143	3024744	-	1602	1571	1713	398	242	343
MA_RS12645	NC_003552.1	3024758	3025747	-	990	1061	1435	131	68	78
MA_RS12650	NC_003552.1	3025768	3026043	-	276	144	158	54	33	21
MA_RS12655	NC_003552.1	3026082	3026771	-	690	545	553	136	53	113
MA_RS12660	NC_003552.1	3026761	3027075	-	315	84	49	16	24	14
MA_RS12665	NC_003552.1	3027068	3027406	-	339	242	255	146	63	89
MA_RS12670	NC_003552.1	3027399	3027803	-	405	113	128	17	8	12
MA_RS12675	NC_003552.1	3027800	3029233	-	1434	1812	1909	578	265	484
MA_RS12680	NC_003552.1	3029809	3030297	+	489	146	95	19	4	8
MA_RS12685	NC_003552.1	3030456	3030965	-	510	292	198	19	9	14
MA_RS12690	NC_003552.1	3031151	3031244	-	94	31	16	6	4	2
MA_RS12695	NC_003552.1	3031777	3032499	+	723	236	201	803	560	548
MA_RS12700	NC_003552.1	3032492	3033346	+	855	694	681	393	191	237
MA_RS12705	NC_003552.1	3033905	3034630	-	726	125	78	8	4	4
MA_RS12710	NC_003552.1	3035087	3035764	-	678	419	391	20	34	20
MA_RS12715	NC_003552.1	3035831	3036820	-	990	2688	2475	205	123	163
MA_RS28660	NC_003552.1	3037598	3037828	+	231	99	71	40	17	36
MA_RS12725	NC_003552.1	3037900	3039723	-	1824	7680	6908	2138	1012	1143
MA_RS12730	NC_003552.1	3040375	3040680	+	306	341	284	27	18	14
MA_RS12735	NC_003552.1	3040853	3040935	+	83	22	15	9	0	0
MA_RS12740	NC_003552.1	3040962	3041777	-	816	1754	1766	20	20	10
MA_RS12745	NC_003552.1	3042074	3043180	-	1107	796	673	86	62	42
MA_RS12750	NC_003552.1	3043820	3044002	+	183	181	130	2	4	0
MA_RS12755	NC_003552.1	3043984	3044727	+	744	683	645	23	8	12
MA_RS12760	NC_003552.1	3044744	3046399	+	1656	4678	5107	339	206	277
MA_RS12765	NC_003552.1	3046417	3047556	+	1140	6210	7309	781	386	606
MA_RS12770	NC_003552.1	3047784	3048044	-	261	4500	4285	461	266	298
MA_RS12780	NC_003552.1	3048935	3050386	-	1452	563	458	78	44	46
MA_RS12785	NC_003552.1	3050678	3053443	-	2766	406	314	122	106	94
MA_RS12795	NC_003552.1	3055290	3056432	-	1143	1392	933	45	19	37
MA_RS12800	NC_003552.1	3056375	3057607	-	1233	797	729	222	119	158
MA_RS12805	NC_003552.1	3057607	3058455	-	849	749	574	45	33	32
MA_RS12810	NC_003552.1	3058523	3059416	-	894	444	394	74	59	82
MA_RS12815	NC_003552.1	3059748	3060212	-	465	99	45	4	6	2
MA_RS28665	NC_003552.1	3060820	3061074	-	255	76	58	8	6	7
MA_RS28670	NC_003552.1	3061136	3061321	-	186	67	32	9	4	3
MA_RS12825	NC_003552.1	3061394	3061648	-	255	249	135	2	2	0
MA_RS12830	NC_003552.1	3061711	3062409	-	699	201	140	2	8	4
MA_RS12835	NC_003552.1	3062537	3063424	-	888	201	192	14	0	18
MA_RS12840	NC_003552.1	3063602	3064528	-	927	240	276	26	12	19
MA_RS25575	NC_003552.1	3064763	3065460	+	698	512	271	103	62	43
MA_RS12850	NC_003552.1	3065988	3067799	+	1812	6033	6960	3461	1686	2221
MA_RS12855	NC_003552.1	3067796	3069598	+	1803	4699	5326	3105	1307	2028
MA_RS12860	NC_003552.1	3069680	3070372	-	693	261	219	110	49	71
MA_RS12865	NC_003552.1	3070427	3071038	+	612	186	150	70	46	35
MA_RS12870	NC_003552.1	3071258	3072889	-	1632	1392	1361	1575	1178	1168
MA_RS12880	NC_003552.1	3073304	3074935	-	1632	2951	3157	1348	946	1074
MA_RS12885	NC_003552.1	3075075	3075839	-	765	1016	1347	444	308	362
MA_RS12890	NC_003552.1	3075832	3076758	-	927	3786	5087	1019	627	882
MA_RS12895	NC_003552.1	3076758	3077627	-	870	2219	2481	1396	573	885
MA_RS12900	NC_003552.1	3077747	3078742	-	996	5826	7524	3308	1230	2078
MA_RS12905	NC_003552.1	3078787	3080394	-	1608	26168	35839	8471	5628	6990
MA_RS12910	NC_003552.1	3080771	3081094	+	324	1202	1541	275	125	190
MA_RS12915	NC_003552.1	3081125	3082129	-	1005	5869	7347	3132	1577	2337
MA_RS12920	NC_003552.1	3082126	3082971	-	846	5250	5846	1937	864	1358
MA_RS12925	NC_003552.1	3083028	3084644	-	1617	15816	21017	11424	6218	8154
MA_RS12935	NC_003552.1	3085209	3085388	+	180	131	114	15	5	7
MA_RS12940	NC_003552.1	3085382	3086065	-	684	162	181	20	19	16
MA_RS12945	NC_003552.1	3086153	3087322	-	1170	162	243	39	18	24
MA_RS12950	NC_003552.1	3087422	3088591	-	1170	116	62	12	4	10
MA_RS12955	NC_003552.1	3088597	3089766	-	1170	82	50	29	8	15
MA_RS25580	NC_003552.1	3089878	3091068	+	1191	128	73	32	40	35
MA_RS12965	NC_003552.1	3091552	3092202	+	651	220	146	70	40	34
MA_RS12970	NC_003552.1	3092456	3093760	-	1305	196	101	14	17	4
MA_RS12975	NC_003552.1	3094066	3094737	+	672	755	601	305	259	267
MA_RS12980	NC_003552.1	3094832	3095623	+	792	2884	3252	763	447	661
MA_RS12985	NC_003552.1	3095829	3096671	+	843	1056	1561	125	72	109
MA_RS12990	NC_003552.1	3096671	3097261	+	591	289	343	42	16	30
MA_RS12995	NC_003552.1	3097824	3098651	-	828	1012	645	164	117	128
MA_RS13000	NC_003552.1	3099112	3099660	-	549	211	132	48	33	24
MA_RS13005	NC_003552.1	3099794	3102637	-	2844	1107	1365	305	167	283
MA_RS13010	NC_003552.1	3102716	3103723	-	1008	278	259	50	40	62
MA_RS13015	NC_003552.1	3103804	3105366	-	1563	258	272	108	102	118
MA_RS13020	NC_003552.1	3105593	3105973	-	381	34	55	26	10	12
MA_RS13025	NC_003552.1	3106171	3106551	-	381	75	74	4	0	2
MA_RS13030	NC_003552.1	3106620	3107180	-	561	68	55	6	14	0
MA_RS13035	NC_003552.1	3108228	3112775	-	4548	1803	1546	160	100	90
MA_RS13040	NC_003552.1	3113263	3113784	+	522	456	439	48	29	17
MA_RS13045	NC_003552.1	3113836	3114345	+	510	590	374	10	0	7
MA_RS13050	NC_003552.1	3114624	3116882	+	2259	9888	11144	1309	868	1060
MA_RS28675	NC_003552.1	3117886	3118386	-	501	232	226	13	1	12
MA_RS13060	NC_003552.1	3119761	3120225	+	465	411	307	25	40	16
MA_RS13065	NC_003552.1	3120606	3121856	+	1251	4092	4657	580	433	455
MA_RS13070	NC_003552.1	3121984	3122529	+	546	1915	1851	145	89	113
MA_RS13075	NC_003552.1	3122675	3123286	-	612	184	158	7	12	2
MA_RS13085	NC_003552.1	3124686	3126677	-	1992	4514	3426	1089	585	602
MA_RS13090	NC_003552.1	3127666	3128589	-	924	5186	5595	434	545	469
MA_RS13095	NC_003552.1	3128887	3130068	+	1182	4468	3945	484	402	348
MA_RS13100	NC_003552.1	3130714	3131325	-	612	1707	1341	190	97	134
MA_RS13105	NC_003552.1	3131961	3132392	+	432	417	260	83	58	46
MA_RS28690	NC_003552.1	3133349	3133528	+	180	29	18	2	0	0
MA_RS13120	NC_003552.1	3133591	3135147	+	1557	612	421	72	42	48
MA_RS13125	NC_003552.1	3135636	3136244	+	609	61	52	0	2	4
MA_RS13130	NC_003552.1	3136231	3139932	+	3702	519	370	84	52	35
MA_RS13135	NC_003552.1	3140436	3140780	-	345	160	129	55	30	41
MA_RS13145	NC_003552.1	3142648	3142872	+	225	1225	988	5	0	4
MA_RS13150	NC_003552.1	3143359	3144546	-	1188	1554	1232	199	180	126
MA_RS13155	NC_003552.1	3145373	3146443	+	1071	383	333	160	112	155
MA_RS13160	NC_003552.1	3146656	3146976	+	321	209	163	41	38	39
MA_RS13165	NC_003552.1	3147194	3147694	-	501	371	261	18	24	24
MA_RS13170	NC_003552.1	3147930	3149150	-	1221	643	675	320	284	296
MA_RS13175	NC_003552.1	3149406	3150620	+	1215	1795	1656	1041	621	798
MA_RS13180	NC_003552.1	3150613	3150819	+	207	54	25	55	27	20
MA_RS13185	NC_003552.1	3151012	3152694	-	1683	1434	1200	709	449	485
MA_RS13190	NC_003552.1	3153550	3154293	-	744	13620	18276	63	19	24
MA_RS13195	NC_003552.1	3154803	3155525	+	723	147	78	4	2	0
MA_RS13200	NC_003552.1	3155501	3156787	+	1287	124	84	39	28	32
MA_RS13210	NC_003552.1	3158011	3159384	+	1374	5052	6239	156	85	119
MA_RS13215	NC_003552.1	3159413	3160756	-	1344	3537	3176	472	331	323
MA_RS13220	NC_003552.1	3160993	3161658	-	666	687	695	303	212	233
MA_RS13225	NC_003552.1	3162053	3163042	-	990	803	679	599	384	415
MA_RS13230	NC_003552.1	3164339	3164746	+	408	666	536	189	110	81
MA_RS13235	NC_003552.1	3164908	3165912	+	1005	5399	4600	649	638	541
MA_RS13240	NC_003552.1	3166042	3167262	+	1221	11612	12408	2820	2070	2297
MA_RS13245	NC_003552.1	3167348	3167629	-	282	100	101	115	102	67
MA_RS13250	NC_003552.1	3169729	3170667	+	939	183	170	254	126	142
MA_RS13255	NC_003552.1	3170677	3172110	+	1434	336	335	300	164	223
MA_RS13260	NC_003552.1	3172146	3173384	+	1239	315	343	194	104	109
MA_RS13265	NC_003552.1	3173481	3174317	+	837	140	124	206	128	132
MA_RS13270	NC_003552.1	3174427	3175542	+	1116	849	722	124	92	99
MA_RS13275	NC_003552.1	3175577	3177712	-	2136	7538	7895	454	266	237
MA_RS13280	NC_003552.1	3178609	3179340	+	732	5713	5224	693	548	420
MA_RS13285	NC_003552.1	3179476	3181599	-	2124	11419	9796	3446	2377	2312
MA_RS13290	NC_003552.1	3181880	3182776	-	897	510	398	276	169	155
MA_RS13295	NC_003552.1	3183226	3183435	-	210	1037	1014	486	665	338
MA_RS13300	NC_003552.1	3183587	3183991	-	405	4543	4758	4669	5116	3987
MA_RS13305	NC_003552.1	3184145	3184765	+	621	406	458	142	132	121
MA_RS13310	NC_003552.1	3184875	3185315	-	441	5651	4832	104	92	97
MA_RS13315	NC_003552.1	3185701	3186693	-	993	3759	2553	302	208	178
MA_RS27050	NC_003552.1	3186804	3187055	+	252	5	0	0	0	0
MA_RS13325	NC_003552.1	3187166	3188380	-	1215	429	322	142	166	159
MA_RS13340	NC_003552.1	3189454	3190269	+	816	411	295	23	25	24
MA_RS13350	NC_003552.1	3191623	3192927	+	1305	196	75	8	13	4
MA_RS13355	NC_003552.1	3193488	3195092	+	1605	977	1014	190	144	135
MA_RS13365	NC_003552.1	3195701	3196699	+	999	482	400	149	102	98
MA_RS13370	NC_003552.1	3196686	3197315	+	630	1561	1333	137	110	157
MA_RS13375	NC_003552.1	3197504	3199210	-	1707	7926	7623	1581	708	951
MA_RS13380	NC_003552.1	3199278	3200285	-	1008	4657	5203	935	511	632
MA_RS13385	NC_003552.1	3200299	3200802	-	504	4905	4468	626	440	396
MA_RS13390	NC_003552.1	3201249	3202316	-	1068	7409	6478	683	683	515
MA_RS13395	NC_003552.1	3202579	3203688	+	1110	3093	2918	459	518	372
MA_RS13400	NC_003552.1	3203801	3204049	+	249	3895	3187	56	58	35
MA_RS13410	NC_003552.1	3204867	3206153	-	1287	136	49	25	28	12
MA_RS13420	NC_003552.1	3206506	3207750	-	1245	277	178	42	23	26
MA_RS24610	NC_003552.1	3207833	3210988	+	3156	647	444	51	45	75
MA_RS13430	NC_003552.1	3210990	3211178	+	189	40	22	4	1	8
MA_RS13435	NC_003552.1	3211331	3212572	+	1242	902	625	45	42	32
MA_RS13440	NC_003552.1	3213177	3213698	+	522	389	185	0	3	2
MA_RS13445	NC_003552.1	3213869	3216232	-	2364	3064	2901	105	63	54
MA_RS13450	NC_003552.1	3216559	3216798	-	240	318	254	47	8	14
MA_RS13455	NC_003552.1	3216813	3217253	-	441	206	132	0	15	0
MA_RS13460	NC_003552.1	3217253	3219280	-	2028	2446	1751	51	30	20
MA_RS13465	NC_003552.1	3219295	3219534	-	240	94	43	0	0	0
MA_RS13470	NC_003552.1	3219531	3219836	-	306	357	325	21	3	5
MA_RS13475	NC_003552.1	3219833	3220204	-	372	549	305	5	4	2
MA_RS13480	NC_003552.1	3220201	3222234	-	2034	6586	4991	27	34	32
MA_RS13485	NC_003552.1	3222315	3222551	-	237	1227	890	7	6	3
MA_RS13490	NC_003552.1	3222552	3223391	-	840	2775	2183	18	12	2
MA_RS13495	NC_003552.1	3223391	3223804	-	414	1022	731	0	0	0
MA_RS13500	NC_003552.1	3223820	3224470	-	651	3981	3517	9	0	0
MA_RS13505	NC_003552.1	3224476	3224958	-	483	5847	5158	3	2	7
MA_RS13515	NC_003552.1	3225273	3225656	-	384	78031	48887	6	2	6
MA_RS27060	NC_003552.1	3225981	3226130	+	150	12	4	0	0	0
MA_RS13520	NC_003552.1	3226127	3226417	+	291	19	17	4	1	0
MA_RS29815	NC_003552.1	3226417	3226809	+	393	67	62	2	0	0
MA_RS13530	NC_003552.1	3226951	3227526	-	576	724	650	41	53	20
MA_RS13535	NC_003552.1	3227880	3228956	-	1077	975	373	6	2	6
MA_RS29430	NC_003552.1	3229190	3229321	-	132	48	39	0	1	1
MA_RS13540	NC_003552.1	3229629	3231125	+	1497	847	525	20	37	14
MA_RS13545	NC_003552.1	3231833	3232318	-	486	3854	2676	117	258	128
MA_RS13550	NC_003552.1	3232687	3234708	-	2022	1682	903	382	397	216
MA_RS13555	NC_003552.1	3235205	3235744	-	540	1188	603	54	42	58
MA_RS13560	NC_003552.1	3235948	3237081	-	1134	375	377	10	10	14
MA_RS13565	NC_003552.1	3237620	3238069	-	450	1814	1416	6	2	4
MA_RS13570	NC_003552.1	3238066	3238551	-	486	2196	2719	4	0	0
MA_RS13575	NC_003552.1	3238787	3238972	-	186	899	923	0	0	0
MA_RS13580	NC_003552.1	3238973	3239365	-	393	4300	4526	2	0	6
MA_RS27070	NC_003552.1	3239471	3239647	-	177	836	801	0	0	0
MA_RS13585	NC_003552.1	3239644	3239835	-	192	1255	1254	0	1	0
MA_RS27075	NC_003552.1	3239832	3239972	-	141	56	72	0	0	0
MA_RS27080	NC_003552.1	3239969	3240121	-	153	82	89	0	0	0
MA_RS27085	NC_003552.1	3240118	3240255	-	138	1903	1953	2	0	0
MA_RS13590	NC_003552.1	3240412	3240612	-	201	1017	949	2	0	0
MA_RS13595	NC_003552.1	3240730	3241143	+	414	1688	855	17	29	19
MA_RS13600	NC_003552.1	3241234	3241740	-	507	1802	1001	116	130	81
MA_RS13605	NC_003552.1	3241991	3242326	+	336	1014	402	0	2	6
MA_RS27090	NC_003552.1	3242685	3242888	+	204	89	109	9	8	2
MA_RS29435	NC_003552.1	3243145	3243384	-	240	42	70	0	2	1
MA_RS13615	NC_003552.1	3243393	3244418	-	1026	79	58	6	0	2
MA_RS13625	NC_003552.1	3244759	3245589	-	831	1804	1562	1563	1028	1024
MA_RS13630	NC_003552.1	3246012	3246272	-	261	247	177	12	7	8
MA_RS13635	NC_003552.1	3246294	3246719	-	426	98	42	19	14	10
MA_RS13640	NC_003552.1	3246716	3247261	-	546	184	145	18	2	6
MA_RS13645	NC_003552.1	3247791	3248459	-	669	344	346	12	9	8
MA_RS13650	NC_003552.1	3248967	3249215	+	249	51	35	2	0	4
MA_RS27095	NC_003552.1	3249281	3249424	-	144	26	8	2	1	4
MA_RS13655	NC_003552.1	3249431	3249946	+	516	228	191	2	4	9
MA_RS13660	NC_003552.1	3250240	3250566	+	327	1203	625	152	95	128
MA_RS13665	NC_003552.1	3250613	3250870	-	258	417	421	124	70	74
MA_RS28205	NC_003552.1	3250883	3251341	-	459	556	548	27	24	8
MA_RS28210	NC_003552.1	3251459	3252049	-	591	506	421	50	60	48
MA_RS13675	NC_003552.1	3252462	3253766	-	1305	252	83	8	14	6
MA_RS13680	NC_003552.1	3254071	3254631	+	561	142	88	17	7	7
MA_RS13685	NC_003552.1	3255085	3255573	+	489	2807	3369	1437	1522	1211
MA_RS13690	NC_003552.1	3255880	3257859	-	1980	585	591	210	137	145
MA_RS13695	NC_003552.1	3258044	3259009	-	966	565	559	48	24	20
MA_RS13700	NC_003552.1	3259574	3260722	+	1149	204	163	32	24	10
MA_RS29440	NC_003552.1	3260868	3261002	+	135	17	2	0	0	0
MA_RS13705	NC_003552.1	3261009	3261563	+	555	33	62	11	7	4
MA_RS13710	NC_003552.1	3261612	3262478	+	867	89	88	102	36	118
MA_RS13715	NC_003552.1	3262680	3263621	+	942	192	196	19	7	12
MA_RS13720	NC_003552.1	3263773	3265059	-	1287	132	105	42	47	23
MA_RS27100	NC_003552.1	3265155	3265334	+	180	151	60	16	4	6
MA_RS25595	NC_003552.1	3265694	3265843	+	150	9	8	5	12	14
MA_RS13725	NC_003552.1	3265921	3266904	+	984	271	226	94	58	35
MA_RS27105	NC_003552.1	3266950	3267093	-	144	3	5	2	0	0
MA_RS13730	NC_003552.1	3267202	3267735	+	534	84	87	28	12	16
MA_RS27110	NC_003552.1	3267814	3267969	+	156	44	74	13	24	21
MA_RS28700	NC_003552.1	3268130	3268288	+	159	48	49	14	0	8
MA_RS28705	NC_003552.1	3268419	3268811	+	393	101	80	23	22	4
MA_RS13740	NC_003552.1	3269154	3269714	+	561	191	116	18	14	8
MA_RS13745	NC_003552.1	3270322	3270882	+	561	60	46	2	6	0
MA_RS13750	NC_003552.1	3271158	3271400	+	243	69	43	2	0	0
MA_RS13755	NC_003552.1	3271551	3271973	+	423	31	17	0	0	0
MA_RS13765	NC_003552.1	3273086	3273601	+	516	164	150	55	31	34
MA_RS13770	NC_003552.1	3273812	3276166	+	2355	643	651	116	46	83
MA_RS13775	NC_003552.1	3276371	3277351	+	981	300	332	67	24	68
MA_RS13780	NC_003552.1	3277504	3278844	+	1341	160	199	34	8	26
MA_RS13785	NC_003552.1	3278967	3280457	+	1491	955	816	71	39	39
MA_RS29445	NC_003552.1	3280509	3280637	+	129	18	17	4	5	1
MA_RS13795	NC_003552.1	3280969	3281886	+	918	149	85	23	14	10
MA_RS13800	NC_003552.1	3282099	3284456	+	2358	312	398	67	42	48
MA_RS13805	NC_003552.1	3284586	3285140	+	555	146	157	18	22	16
MA_RS13810	NC_003552.1	3285263	3286009	+	747	448	578	71	32	56
MA_RS13815	NC_003552.1	3286017	3287537	-	1521	3400	3439	231	160	177
MA_RS13820	NC_003552.1	3287813	3288196	-	384	163	179	20	22	18
MA_RS13825	NC_003552.1	3288317	3288703	-	387	214	184	20	2	4
MA_RS25605	NC_003552.1	3289045	3290073	-	1029	1671	1232	31	20	10
MA_RS13840	NC_003552.1	3291311	3292435	+	1125	142	74	101	42	54
MA_RS13845	NC_003552.1	3292512	3292703	-	192	15	6	0	0	0
MA_RS13850	NC_003552.1	3292834	3293094	+	261	61	45	0	4	0
MA_RS13855	NC_003552.1	3293160	3293342	+	183	22	25	0	0	0
MA_RS13860	NC_003552.1	3293364	3293558	+	195	28	9	4	1	3
MA_RS13875	NC_003552.1	3294652	3295068	-	417	136	117	16	4	10
MA_RS28715	NC_003552.1	3295464	3296171	+	708	59	27	2	1	10
MA_RS28720	NC_003552.1	3296239	3296625	+	387	8	4	4	0	4
MA_RS13885	NC_003552.1	3296857	3298656	+	1800	7115	6138	728	472	466
MA_RS13890	NC_003552.1	3298709	3299257	+	549	1689	1664	191	183	149
MA_RS13895	NC_003552.1	3299817	3301175	+	1359	899	646	110	66	74
MA_RS13900	NC_003552.1	3301249	3302166	-	918	190	146	23	5	12
MA_RS13905	NC_003552.1	3302508	3304922	+	2415	302	226	163	146	120
MA_RS28725	NC_003552.1	3305462	3305644	+	183	91	27	0	2	4
MA_RS27120	NC_003552.1	3306484	3306642	+	159	126	55	2	1	4
MA_RS13920	NC_003552.1	3307313	3308551	+	1239	634	514	97	55	76
MA_RS13925	NC_003552.1	3308692	3310299	-	1608	293	282	121	65	55
MA_RS13930	NC_003552.1	3311443	3312990	+	1548	1139	1136	91	60	66
MA_RS13935	NC_003552.1	3313308	3313694	-	387	296	245	1	5	3
MA_RS27125	NC_003552.1	3313873	3314043	+	171	62	111	1	0	2
MA_RS13940	NC_003552.1	3314040	3316778	+	2739	3203	3905	348	202	280
MA_RS28730	NC_003552.1	3316976	3317434	-	459	569	360	160	116	78
MA_RS28735	NC_003552.1	3317555	3318505	-	951	1085	616	95	65	46
MA_RS28740	NC_003552.1	3318397	3319035	-	639	643	436	22	33	12
MA_RS13950	NC_003552.1	3319841	3320338	+	498	78	89	24	31	24
MA_RS13955	NC_003552.1	3321569	3322966	+	1398	1417	1604	536	454	585
