locus_tag,old_locus_tag,current_start_pos,single_evidence_source,single_evidence_pos,gca_start,gca_agrees_with,revised_confidence
MA_RS10825,MA_2084,2583128,BLAST,2583071,2583071,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10830,MA_2085,2583770,BLAST,2583749,2583749,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10835,MA_2086,2585279,BLAST,2585240,2585240,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10845,MA_2088,2587478,BLAST,2587313,2587313,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10885,MA_2096,2595973,BLAST,2595979,2595979,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10900,MA_2099,2598834,BLAST,2598777,2598777,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS10920,MA_2103,2606204,BLAST,2606231,2606231,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11010,MA_2121,2627856,BLAST,2627862,2627862,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11035,MA_2124,2632107,BLAST,2632077,2632077,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11045,MA_2126,2634392,BLAST,2634380,2634380,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11085,MA_2133,2638824,BLAST,2638872,2638872,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11115,MA_2139,2644134,BLAST,2644101,2644101,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11155,MA_2148,2658984,BLAST,2658876,2658876,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11160,MA_2149,2660075,BLAST,2660051,2660051,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11165,MA_2150,2661115,BLAST,2661112,2661112,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11210,MA_2159,2668880,BLAST,2668859,2668859,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11265,MA_2171,2678066,BLAST,2678015,2678015,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11295,MA_2177,2682900,BLAST,2682840,2682840,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11305,MA_2179,2685164,BLAST,2685032,2685062,RNA-seqと一致,中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS11310,MA_2180,2687120,BLAST,2687117,2687117,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11320,MA_2182,2690681,BLAST,2690729,2690696,RNA-seqと一致,中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS11340,MA_2186,2694796,BLAST,2694805,2694805,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11430,MA_2205,2714475,RNA-seq,2714517,2714640,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS11465,MA_2212,2722379,BLAST,2722364,2722364,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11490,MA_2214,2725199,BLAST,2725187,2725187,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11680,MA_2253,2768993,BLAST,2768960,2768960,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11715,MA_2257,2779354,BLAST,2779363,2779363,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11725,MA_2259,2781429,BLAST,2781462,2781462,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11765,MA_2266,2789677,BLAST,2789698,2789698,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11790,MA_2272,2795517,BLAST,2795526,2795526,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11795,MA_2273,2796899,BLAST,2796914,2796731,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS11815,MA_2278,2800102,BLAST,2800171,2800171,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24590,MA_2284,2806534,BLAST,2806456,2806456,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11865,MA_2287,2813321,BLAST,2813363,2813363,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11925,MA_2296,2824983,BLAST,2824935,2824935,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11935,MA_2298,2826238,BLAST,2826229,2826229,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11960,MA_2303,2834590,BLAST,2834572,2834572,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS11990,MA_2308,2841638,BLAST,2841644,2841644,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12050,MA_2322,2857577,BLAST,2857580,2857433,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12055,MA_2323,2858398,BLAST,2858395,2858395,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12075,MA_2327,2864665,BLAST,2864368,2864308,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12110,MA_2335,2872703,BLAST,2872604,2872604,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12115,MA_2337,2875248,BLAST,2875239,2875458,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12130,MA_2340,2879753,BLAST,2879750,2879750,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12135,MA_2341,2880905,BLAST,2880968,2880968,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12155,MA_2345,2886316,BLAST,2886295,2886295,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12165,MA_2347,2889363,BLAST,2889342,2889342,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12245,MA_2362,2917652,BLAST,2917679,2917679,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12265,MA_2366,2925885,BLAST,2925921,2925921,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12305,MA_2373,2938998,BLAST,2939007,2939007,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12310,MA_2374,2939704,BLAST,2939722,2939722,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12345,MA_2380,2944122,BLAST,2944110,2944110,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12365,MA_2384,2950991,BLAST,2950904,2950904,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12375,MA_2386,2955023,BLAST,2955008,2955008,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12380,MA_2387,2956182,BLAST,2956209,2956209,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12395,MA_2389,2957878,BLAST,2957908,2957908,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12530,MA_2414,2990012,BLAST,2989838,2989832,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12565,MA_2421,3000480,BLAST,3000528,3000528,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12570,MA_2422,3000967,BLAST,3000940,3000979,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12575,MA_2423,3001749,BLAST,3001746,3001746,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12595,MA_2426,3005565,BLAST,3005553,3005553,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12605,MA_2428,3011258,BLAST,3011309,3011309,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12675,MA_2441,3029233,BLAST,3029254,3029254,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12680,MA_2442,3029809,BLAST,3029770,3029770,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12700,MA_2445,3032492,BLAST,3032468,3032468,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12715,MA_2448,3036820,BLAST,3036874,3036874,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12770,MA_2456,3048044,BLAST,3048053,3048053,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12780,MA_2457,3050386,BLAST,3050431,3050431,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12800,MA_2462,3057607,BLAST,3057610,3057610,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12810,MA_2464,3059416,BLAST,3059452,3059452,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12830,MA_2467,3062409,BLAST,3062424,3062424,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12835,MA_2468,3063424,BLAST,3063589,3063589,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12870,MA_2476,3072889,BLAST,3072919,3072919,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12880,MA_2477,3074935,BLAST,3074965,3074965,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12895,MA_2480,3077627,BLAST,3077711,3077711,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12920,MA_2485,3082971,BLAST,3082992,3083031,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12925,MA_2486,3084644,BLAST,3084650,3084647,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS12940,MA_2488,3086065,BLAST,3086083,3086083,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12980,MA_2496,3094832,BLAST,3094811,3094811,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12985,MA_2497,3095829,BLAST,3095817,3095817,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS12995,MA_2499,3098651,BLAST,3098696,3098654,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13015,MA_2503,3105366,BLAST,3105375,3105405,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13030,MA_2506,3107180,BLAST,3107189,3107189,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13040,MA_2508,3113263,BLAST,3113260,3113260,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13105,MA_2521,3131961,BLAST,3131955,3131955,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13120,MA_2523,3133591,BLAST,3133573,3133573,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13125,MA_2524,3135636,BLAST,3135618,3135618,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13135,MA_2526,3140780,BLAST,3140798,3140798,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13155,MA_2529,3145373,BLAST,3145301,3145301,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13160,MA_2530,3146656,BLAST,3146650,3146650,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13195,MA_2537,3154803,BLAST,3154791,3154791,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13230,MA_2544,3164339,BLAST,3164255,3164255,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13235,MA_2545,3164908,BLAST,3164887,3164887,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13275,MA_2553,3177712,BLAST,3177757,3177757,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13310,MA_2560,3185315,BLAST,3185327,3185327,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13365,MA_2569,3195701,BLAST,3195668,3195668,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13390,MA_2574,3202316,BLAST,3202364,3202364,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13445,MA_2584,3216232,BLAST,3216451,3216559,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13480,MA_2589,3222234,BLAST,3222279,3222315,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13505,MA_2594,3224958,BLAST,3225060,3225060,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS29815,MA_2598,3226417,BLAST,3226414,3226414,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13560,MA_2604,3237081,BLAST,3237354,3237261,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13580,MA_2607,3239365,BLAST,3239425,3239425,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13645,MA_2619,3248459,BLAST,3248465,3248417,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13660,MA_2622,3250240,BLAST,3250231,3250231,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13685,MA_2627,3255085,BLAST,3255064,3255064,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13700,MA_2630,3259574,BLAST,3259520,3259520,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13725,MA_2635,3265921,BLAST,3265867,3265831,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13730,MA_2636,3267202,BLAST,3267094,3267238,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13740,MA_2639,3269154,BLAST,3269067,3269097,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13750,MA_2641,3271158,BLAST,3271080,3271080,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13775,MA_2646,3276371,BLAST,3276344,3276344,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13785,MA_2648,3278967,BLAST,3278850,3278850,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13795,MA_2649,3280969,BLAST,3280963,3281065,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS25605,MA_2656,3290073,BLAST,3290082,3290082,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13840,MA_2657,3291311,BLAST,3291281,3291281,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13895,MA_2665,3299817,BLAST,3299700,3299700,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13900,MA_2666,3302166,BLAST,3302181,3302181,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13925,MA_2670,3310299,BLAST,3310302,3310302,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28740,MA_2675,3319035,BLAST,3319077,3319077,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13950,MA_2676,3319841,BLAST,3319832,3319832,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS13955,MA_2677,3321569,BLAST,3321470,3321509,RNA-seqと一致,中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS13970,MA_2680,3327734,BLAST,3327791,3327743,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS14020,MA_2686,3337140,BLAST,3337149,3337149,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14025,MA_2687,3338295,BLAST,3338313,3338313,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14040,MA_4680,3340528,BLAST,3340543,3340543,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28745,MA_2697,3358778,BLAST,3358796,3358796,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14160,MA_2705,3367786,BLAST,3367969,3367969,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14195,MA_2713,3379038,BLAST,3379029,3379029,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14215,MA_2716,3386885,BLAST,3386903,3386903,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14255,MA_2724,3396469,BLAST,3396484,3396415,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS14285,MA_2730,3406389,BLAST,3406401,3406401,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14290,MA_2731,3407877,BLAST,3407886,3407886,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14365,MA_2741,3423097,BLAST,3423031,3423031,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14370,MA_2742,3424172,BLAST,3424181,3424181,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14385,MA_2746,3427573,BLAST,3427582,3427582,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28215,MA_2750,3431807,BLAST,3431837,3431837,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28765,MA_2755,3436678,BLAST,3436714,3436714,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14435,MA_2756,3438545,BLAST,3438617,3438617,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24650,MA_2760,3443944,BLAST,3443980,3443980,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24655,MA_2765,3450145,BLAST,3450154,3450154,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14520,MA_2772,3457371,BLAST,3457344,3457344,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14525,MA_2773,3458513,BLAST,3458504,3458504,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14540,MA_2777,3462924,BLAST,3462939,3462939,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14550,MA_2779,3464456,BLAST,3464474,3464474,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14570,MA_2783,3468465,BLAST,3468525,3468525,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14610,MA_2791,3476474,BLAST,3476450,3476450,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28800,MA_2793,3479655,BLAST,3479652,3479652,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS27210,MA_2795,3488579,BLAST,3488360,3488054,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS14685,MA_2803,3497049,BLAST,3497016,3497016,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14735,MA_2811,3508644,BLAST,3508611,3508611,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14765,MA_2816,3514901,BLAST,3514793,3514793,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14805,MA_2824,3523869,BLAST,3523851,3523851,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14860,MA_2833,3536222,BLAST,3536195,3536195,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14870,MA_2835,3540642,BLAST,3540663,3540663,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14875,MA_2836,3540720,BLAST,3540642,3540642,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14885,MA_2838,3543351,BLAST,3543267,3543342,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS14895,MA_2840,3545900,BLAST,3545891,3545963,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS14905,MA_2842,3548559,BLAST,3548505,3548505,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14910,MA_2843,3549600,BLAST,3549591,3549591,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14935,MA_2846,3558338,BLAST,3558341,3558341,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS14950,MA_2849,3561563,BLAST,3561587,3561587,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15000,MA_2856,3569227,BLAST,3569197,3569197,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15015,MA_2860,3575522,BLAST,3575555,3575555,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15075,MA_2873,3587960,BLAST,3587927,3587927,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15110,MA_2880,3592625,BLAST,3592520,3592520,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15165,MA_2891,3609519,BLAST,3609501,3609501,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15210,MA_2901,3625485,BLAST,3625488,3625488,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15225,MA_2904,3627384,BLAST,3627363,3627363,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15235,MA_2906,3630418,BLAST,3630427,3630514,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS15245,MA_2908,3633504,BLAST,3633543,3633543,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15265,MA_2912,3640451,BLAST,3640460,3640460,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15290,MA_2919,3646186,BLAST,3646057,3646057,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15295,MA_2920,3646896,BLAST,3646887,3646887,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28840,MA_2926,3654103,BLAST,3654109,3654109,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15325,MA_2927,3655319,BLAST,3655292,3655292,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15405,MA_2942,3673995,BLAST,3674007,3674007,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15505,MA_2958,3691043,BLAST,3691058,3691058,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15510,MA_2959,3691521,BLAST,3691455,3691455,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15550,MA_2967,3703823,BLAST,3704009,3704009,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15560,MA_2969,3705929,BLAST,3705917,3705917,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15625,MA_2979,3715401,BLAST,3715458,3715458,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
