locus_tag,old_locus_tag,gcf_start,gca_start,diff_bp,diff_codons,frame_shift_flag
MA_RS12945,MA_2489,3087322,3087322,0,0.0,False
MA_RS12950,MA_2490,3088591,3088600,9,3.0,False
MA_RS12955,MA_2491,3089766,3089766,0,0.0,False
MA_RS12965,MA_2493,3091552,3091552,0,0.0,False
MA_RS12970,MA_2494,3093760,3093760,0,0.0,False
MA_RS12975,MA_2495,3094066,3094066,0,0.0,False
MA_RS12980,MA_2496,3094832,3094811,21,7.0,False
MA_RS12985,MA_2497,3095829,3095817,12,4.0,False
MA_RS12990,MA_2498,3096671,3096671,0,0.0,False
MA_RS12995,MA_2499,3098651,3098654,3,1.0,False
MA_RS13000,MA_2500,3099660,3099660,0,0.0,False
MA_RS13005,MA_2501,3102637,3102637,0,0.0,False
MA_RS13010,MA_2502,3103723,3103723,0,0.0,False
MA_RS13015,MA_2503,3105366,3105405,39,13.0,False
MA_RS13020,MA_2504,3105973,3105973,0,0.0,False
MA_RS13025,MA_2505,3106551,3106551,0,0.0,False
MA_RS13030,MA_2506,3107180,3107189,9,3.0,False
MA_RS13035,MA_2507,3112775,3112775,0,0.0,False
MA_RS13040,MA_2508,3113263,3113260,3,1.0,False
MA_RS13045,MA_2509,3113836,3113836,0,0.0,False
MA_RS13050,MA_2510,3114624,3114624,0,0.0,False
MA_RS13060,MA_2512,3119761,3119761,0,0.0,False
MA_RS13065,MA_2513,3120606,3120606,0,0.0,False
MA_RS13070,MA_2514,3121984,3121984,0,0.0,False
MA_RS13085,MA_2517,3126677,3126677,0,0.0,False
MA_RS13090,MA_2518,3128589,3128589,0,0.0,False
MA_RS13095,MA_2519,3128887,3128887,0,0.0,False
MA_RS13100,MA_2520,3131325,3131325,0,0.0,False
MA_RS13105,MA_2521,3131961,3131955,6,2.0,False
MA_RS13120,MA_2523,3133591,3133573,18,6.0,False
MA_RS13125,MA_2524,3135636,3135618,18,6.0,False
MA_RS13130,MA_2525,3136231,3136231,0,0.0,False
MA_RS13135,MA_2526,3140780,3140798,18,6.0,False
MA_RS13145,MA_2527,3142648,3142648,0,0.0,False
MA_RS13150,MA_2528,3144546,3144510,-36,-12.0,False
MA_RS13155,MA_2529,3145373,3145301,72,24.0,False
MA_RS13160,MA_2530,3146656,3146650,6,2.0,False
MA_RS13165,MA_2531,3147694,3147694,0,0.0,False
MA_RS13170,MA_2532,3149150,3149150,0,0.0,False
MA_RS13175,MA_2533,3149406,3149406,0,0.0,False
MA_RS13180,MA_2534,3150613,3150580,33,11.0,False
MA_RS13185,MA_2535,3152694,3152694,0,0.0,False
MA_RS13190,MA_2536,3154293,3154293,0,0.0,False
MA_RS13195,MA_2537,3154803,3154791,12,4.0,False
MA_RS13200,MA_2538,3155501,3155501,0,0.0,False
MA_RS13210,MA_2540,3158011,3158011,0,0.0,False
MA_RS13215,MA_2541,3160756,3160801,45,15.0,False
MA_RS13220,MA_2542,3161658,3161658,0,0.0,False
MA_RS13225,MA_2543,3163042,3163000,-42,-14.0,False
MA_RS13230,MA_2544,3164339,3164255,84,28.0,False
MA_RS13235,MA_2545,3164908,3164887,21,7.0,False
MA_RS13240,MA_2546,3166042,3166042,0,0.0,False
MA_RS13245,MA_2547,3167629,3167629,0,0.0,False
MA_RS13250,MA_2548,3169729,3169729,0,0.0,False
MA_RS13255,MA_2549,3170677,3170677,0,0.0,False
MA_RS13260,MA_2550,3172146,3172146,0,0.0,False
MA_RS13265,MA_2551,3173481,3173481,0,0.0,False
MA_RS13270,MA_2552,3174427,3174427,0,0.0,False
MA_RS13275,MA_2553,3177712,3177757,45,15.0,False
MA_RS13280,MA_2554,3178609,3178609,0,0.0,False
MA_RS13285,MA_2555,3181599,3181698,99,33.0,False
MA_RS13290,MA_2556,3182776,3182776,0,0.0,False
MA_RS13295,MA_2557,3183435,3183435,0,0.0,False
MA_RS13300,MA_2558,3183991,3183991,0,0.0,False
MA_RS13305,MA_2559,3184145,3184145,0,0.0,False
MA_RS13310,MA_2560,3185315,3185327,12,4.0,False
MA_RS13315,MA_2561,3186693,3186693,0,0.0,False
MA_RS13325,MA_2563,3188380,3188380,0,0.0,False
MA_RS13340,MA_2565,3189454,3189454,0,0.0,False
MA_RS13350,MA_2567,3191623,3191623,0,0.0,False
MA_RS13355,MA_2568,3193488,3193488,0,0.0,False
MA_RS13365,MA_2569,3195701,3195668,33,11.0,False
MA_RS13370,MA_2570,3196686,3196686,0,0.0,False
MA_RS13375,MA_2571,3199210,3199210,0,0.0,False
MA_RS13380,MA_2572,3200285,3200276,-9,-3.0,False
MA_RS13385,MA_2573,3200802,3200859,57,19.0,False
MA_RS13390,MA_2574,3202316,3202364,48,16.0,False
MA_RS13395,MA_2575,3202579,3202579,0,0.0,False
MA_RS13400,MA_2576,3203801,3203801,0,0.0,False
MA_RS13410,MA_2577,3206153,3206153,0,0.0,False
MA_RS13420,MA_2579,3207750,3207750,0,0.0,False
MA_RS13430,MA_2581,3210990,3210957,33,11.0,False
MA_RS13435,MA_2582,3211331,3211331,0,0.0,False
MA_RS13440,MA_2583,3213177,3213177,0,0.0,False
MA_RS13445,MA_2584,3216232,3216559,327,109.0,False
MA_RS13455,MA_2585,3217253,3217253,0,0.0,False
MA_RS13460,MA_2586,3219280,3219289,9,3.0,False
MA_RS13470,MA_2587,3219836,3219836,0,0.0,False
MA_RS13475,MA_2588,3220204,3220102,-102,-34.0,False
MA_RS13480,MA_2589,3222234,3222315,81,27.0,False
MA_RS13485,MA_2590,3222551,3222551,0,0.0,False
MA_RS13490,MA_2591,3223391,3223391,0,0.0,False
MA_RS13495,MA_2592,3223804,3223804,0,0.0,False
MA_RS13500,MA_2593,3224470,3224479,9,3.0,False
MA_RS13505,MA_2594,3224958,3225060,102,34.0,False
MA_RS13520,MA_2597,3226127,3226127,0,0.0,False
MA_RS13530,MA_2599,3227526,3227526,0,0.0,False
MA_RS13535,MA_2600,3228956,3228956,0,0.0,False
MA_RS13540,MA_2601,3229629,3229629,0,0.0,False
MA_RS13550,MA_2602,3234708,3234723,15,5.0,False
MA_RS13555,MA_2603,3235744,3235744,0,0.0,False
MA_RS13560,MA_2604,3237081,3237261,180,60.0,False
MA_RS13565,MA_2605,3238069,3238069,0,0.0,False
MA_RS13570,MA_2606,3238551,3238551,0,0.0,False
MA_RS13580,MA_2607,3239365,3239425,60,20.0,False
MA_RS13595,MA_2609,3240730,3240730,0,0.0,False
MA_RS13600,MA_2610,3241740,3241869,129,43.0,False
MA_RS13615,MA_2613,3244418,3244418,0,0.0,False
MA_RS13625,MA_2615,3245589,3245589,0,0.0,False
MA_RS13630,MA_2616,3246272,3246272,0,0.0,False
MA_RS13635,MA_2617,3246719,3246719,0,0.0,False
MA_RS13640,MA_2618,3247261,3247261,0,0.0,False
MA_RS13645,MA_2619,3248459,3248417,-42,-14.0,False
MA_RS13650,MA_2620,3248967,3248967,0,0.0,False
MA_RS13655,MA_2621,3249431,3249431,0,0.0,False
MA_RS13660,MA_2622,3250240,3250231,9,3.0,False
MA_RS13675,MA_2626,3253766,3253766,0,0.0,False
MA_RS13685,MA_2627,3255085,3255064,21,7.0,False
MA_RS13690,MA_2628,3257859,3257859,0,0.0,False
MA_RS13695,MA_2629,3259009,3259009,0,0.0,False
MA_RS13700,MA_2630,3259574,3259520,54,18.0,False
MA_RS13705,MA_2631,3261009,3261009,0,0.0,False
MA_RS13710,MA_2632,3261612,3261612,0,0.0,False
MA_RS13715,MA_2633,3262680,3262680,0,0.0,False
MA_RS13720,MA_2634,3265059,3265059,0,0.0,False
MA_RS13725,MA_2635,3265921,3265831,90,30.0,False
MA_RS13730,MA_2636,3267202,3267238,-36,-12.0,False
MA_RS13740,MA_2639,3269154,3269097,57,19.0,False
MA_RS13745,MA_2640,3270322,3270346,-24,-8.0,False
MA_RS13750,MA_2641,3271158,3271080,78,26.0,False
MA_RS13755,MA_2642,3271551,3271551,0,0.0,False
MA_RS13765,MA_2644,3273086,3273086,0,0.0,False
MA_RS13770,MA_2645,3273812,3273812,0,0.0,False
MA_RS13775,MA_2646,3276371,3276344,27,9.0,False
MA_RS13780,MA_2647,3277504,3277504,0,0.0,False
MA_RS13785,MA_2648,3278967,3278850,117,39.0,False
MA_RS13795,MA_2649,3280969,3281065,-96,-32.0,False
MA_RS13800,MA_2650,3282099,3282099,0,0.0,False
MA_RS13805,MA_2651,3284586,3284586,0,0.0,False
MA_RS13810,MA_2652,3285263,3285263,0,0.0,False
MA_RS13815,MA_2653,3287537,3287537,0,0.0,False
MA_RS13820,MA_2654,3288196,3288196,0,0.0,False
MA_RS13825,MA_2655,3288703,3288703,0,0.0,False
MA_RS13840,MA_2657,3291311,3291281,30,10.0,False
MA_RS13850,MA_2658,3292834,3292834,0,0.0,False
MA_RS13875,MA_2660,3295068,3295068,0,0.0,False
MA_RS13885,MA_2663,3296857,3296857,0,0.0,False
MA_RS13890,MA_2664,3298709,3298709,0,0.0,False
MA_RS13895,MA_2665,3299817,3299700,117,39.0,False
MA_RS13900,MA_2666,3302166,3302181,15,5.0,False
MA_RS13905,MA_2667,3302508,3302508,0,0.0,False
MA_RS13920,MA_2669,3307313,3307313,0,0.0,False
MA_RS13925,MA_2670,3310299,3310302,3,1.0,False
MA_RS13930,MA_2671,3311443,3311443,0,0.0,False
MA_RS13940,MA_2672,3314040,3314040,0,0.0,False
MA_RS13950,MA_2676,3319841,3319832,9,3.0,False
MA_RS13955,MA_2677,3321569,3321509,60,20.0,False
MA_RS13960,MA_2678,3324312,3324312,0,0.0,False
MA_RS13970,MA_2680,3327734,3327743,9,3.0,False
MA_RS13975,MA_2681,3328021,3328021,0,0.0,False
MA_RS13985,MA_2682,3330561,3330561,0,0.0,False
MA_RS14015,MA_2685,3336298,3336298,0,0.0,False
MA_RS14020,MA_2686,3337140,3337149,9,3.0,False
MA_RS14025,MA_2687,3338295,3338313,18,6.0,False
MA_RS14030,MA_4679,3338811,3338811,0,0.0,False
MA_RS14035,MA_2688,3339710,3339686,-24,-8.0,False
MA_RS14040,MA_4680,3340528,3340543,15,5.0,False
MA_RS14045,MA_4681,3341564,3341564,0,0.0,False
MA_RS14050,MA_2689,3342554,3342539,-15,-5.0,False
MA_RS14060,MA_2690,3343690,3343798,-108,-36.0,False
MA_RS14070,MA_2691,3346085,3346085,0,0.0,False
MA_RS14080,MA_4661,3347262,3347262,0,0.0,False
MA_RS14085,MA_4675,3350159,3350159,0,0.0,False
MA_RS14095,MA_2694,3352959,3352959,0,0.0,False
MA_RS14100,MA_2695,3354743,3354743,0,0.0,False
MA_RS14105,MA_2696,3358035,3358035,0,0.0,False
MA_RS14120,MA_2698,3360585,3360585,0,0.0,False
MA_RS14125,MA_2699,3360963,3360963,0,0.0,False
MA_RS14130,MA_2700,3362865,3362880,15,5.0,False
MA_RS14135,MA_2701,3364803,3364803,0,0.0,False
MA_RS14155,MA_2704,3366336,3366336,0,0.0,False
MA_RS14160,MA_2705,3367786,3367969,183,61.0,False
MA_RS14165,MA_2706,3368327,3368327,0,0.0,False
MA_RS14170,MA_2707,3371101,3371101,0,0.0,False
MA_RS14175,MA_2708,3372097,3372097,0,0.0,False
MA_RS14180,MA_2710,3373557,3373797,-240,-80.0,False
MA_RS14185,MA_2711,3374275,3374275,0,0.0,False
MA_RS14190,MA_2712,3377378,3377378,0,0.0,False
MA_RS14195,MA_2713,3379038,3379029,9,3.0,False
MA_RS14205,MA_2714,3384343,3384343,0,0.0,False
MA_RS14210,MA_2715,3385675,3385675,0,0.0,False
MA_RS14215,MA_2716,3386885,3386903,18,6.0,False
MA_RS14220,MA_2717,3387480,3387480,0,0.0,False
MA_RS14225,MA_2718,3388827,3388827,0,0.0,False
MA_RS14230,MA_2719,3389051,3389048,3,1.0,False
MA_RS14235,MA_2720,3390237,3390237,0,0.0,False
MA_RS14245,MA_2722,3393662,3393662,0,0.0,False
MA_RS14250,MA_2723,3394718,3394718,0,0.0,False
MA_RS14255,MA_2724,3396469,3396415,-54,-18.0,False
MA_RS14260,MA_2725,3398099,3398099,0,0.0,False
MA_RS14265,MA_2726,3399666,3399666,0,0.0,False
MA_RS14270,MA_2727,3400145,3400145,0,0.0,False
MA_RS14275,MA_2728,3401521,3401521,0,0.0,False
MA_RS14280,MA_2729,3405268,3405268,0,0.0,False
MA_RS14285,MA_2730,3406389,3406401,12,4.0,False
MA_RS14290,MA_2731,3407877,3407886,9,3.0,False
MA_RS14295,MA_2732,3409625,3409682,57,19.0,False
MA_RS14310,MA_2735,3412858,3412858,0,0.0,False
MA_RS14330,MA_2737,3415360,3415360,0,0.0,False
MA_RS14345,MA_2738,3417855,3417855,0,0.0,False
MA_RS14350,MA_2739,3419096,3419096,0,0.0,False
MA_RS14360,MA_2740,3421132,3421132,0,0.0,False
MA_RS14365,MA_2741,3423097,3423031,66,22.0,False
MA_RS14370,MA_2742,3424172,3424181,9,3.0,False
MA_RS14375,MA_2743,3424950,3424950,0,0.0,False
MA_RS14380,MA_2745,3426654,3426654,0,0.0,False
MA_RS14385,MA_2746,3427573,3427582,9,3.0,False
MA_RS14400,MA_2749,3430549,3430549,0,0.0,False
MA_RS14410,MA_2751,3432431,3432431,0,0.0,False
MA_RS14415,MA_2752,3434825,3434825,0,0.0,False
MA_RS14420,MA_2753,3435461,3435461,0,0.0,False
MA_RS14425,MA_2754,3436050,3436050,0,0.0,False
MA_RS14435,MA_2756,3438545,3438617,72,24.0,False
MA_RS14455,MA_2759,3442320,3442332,12,4.0,False
MA_RS14465,MA_2761,3444632,3444632,0,0.0,False
MA_RS14470,MA_2762,3445011,3445011,0,0.0,False
MA_RS14475,MA_2763,3447600,3447600,0,0.0,False
MA_RS14480,MA_2764,3448368,3448413,45,15.0,False
MA_RS14490,MA_2766,3450842,3450842,0,0.0,False
MA_RS14500,MA_2768,3451910,3451979,69,23.0,False
MA_RS14515,MA_2771,3456342,3456453,111,37.0,False
MA_RS14520,MA_2772,3457371,3457344,27,9.0,False
MA_RS14525,MA_2773,3458513,3458504,9,3.0,False
MA_RS14535,MA_2776,3460651,3460651,0,0.0,False
MA_RS14540,MA_2777,3462924,3462939,15,5.0,False
MA_RS14550,MA_2779,3464456,3464474,18,6.0,False
MA_RS14555,MA_2780,3465240,3465240,0,0.0,False
MA_RS14560,MA_2781,3466425,3466425,0,0.0,False
MA_RS14565,MA_2782,3467135,3467171,36,12.0,False
MA_RS14570,MA_2783,3468465,3468525,60,20.0,False
MA_RS14590,MA_2787,3474258,3474258,0,0.0,False
MA_RS14595,MA_2788,3474738,3474738,0,0.0,False
MA_RS14605,MA_2790,3476230,3476230,0,0.0,False
MA_RS14610,MA_2791,3476474,3476450,24,8.0,False
MA_RS14615,MA_2792,3478264,3478264,0,0.0,False
MA_RS14645,MA_2797,3491521,3491521,0,0.0,False
MA_RS14675,MA_2801,3496308,3496308,0,0.0,False
MA_RS14680,MA_2802,3496596,3496596,0,0.0,False
MA_RS14685,MA_2803,3497049,3497016,33,11.0,False
MA_RS14690,MA_2804,3497414,3497414,0,0.0,False
MA_RS14695,MA_2805,3498689,3498689,0,0.0,False
MA_RS14700,MA_2806,3500187,3500187,0,0.0,False
MA_RS14705,MA_2807,3501180,3501180,0,0.0,False
MA_RS14715,MA_2808,3503976,3503976,0,0.0,False
MA_RS14720,MA_2809,3505892,3505892,0,0.0,False
MA_RS14725,MA_2810,3506272,3506272,0,0.0,False
MA_RS14735,MA_2811,3508644,3508611,33,11.0,False
MA_RS14750,MA_2813,3511671,3511671,0,0.0,False
MA_RS14755,MA_2814,3512424,3512424,0,0.0,False
MA_RS14760,MA_2815,3513041,3513041,0,0.0,False
MA_RS14765,MA_2816,3514901,3514793,108,36.0,False
MA_RS14770,MA_2817,3515603,3515603,0,0.0,False
MA_RS14775,MA_2818,3517907,3517907,0,0.0,False
MA_RS14780,MA_2819,3518846,3518846,0,0.0,False
MA_RS14790,MA_2821,3521315,3521315,0,0.0,False
MA_RS14805,MA_2824,3523869,3523851,18,6.0,False
MA_RS14810,MA_2825,3525136,3525136,0,0.0,False
MA_RS14815,MA_2826,3528986,3528986,0,0.0,False
MA_RS14820,MA_2827,3529600,3529720,-120,-40.0,False
MA_RS14830,MA_2828,3531754,3531754,0,0.0,False
MA_RS14850,MA_2831,3534795,3534795,0,0.0,False
MA_RS14860,MA_2833,3536222,3536195,27,9.0,False
MA_RS14865,MA_2834,3538685,3538709,-24,-8.0,False
MA_RS14870,MA_2835,3540642,3540663,21,7.0,False
MA_RS14875,MA_2836,3540720,3540642,78,26.0,False
MA_RS14880,MA_2837,3541736,3541736,0,0.0,False
MA_RS14885,MA_2838,3543351,3543342,9,3.0,False
MA_RS14890,MA_2839,3544679,3544679,0,0.0,False
MA_RS14895,MA_2840,3545900,3545963,-63,-21.0,False
MA_RS14900,MA_2841,3547512,3547512,0,0.0,False
MA_RS14905,MA_2842,3548559,3548505,54,18.0,False
MA_RS14910,MA_2843,3549600,3549591,9,3.0,False
MA_RS14915,MA_2844,3550490,3550478,12,4.0,False
MA_RS14920,MA_2845,3552370,3552370,0,0.0,False
MA_RS14935,MA_2846,3558338,3558341,3,1.0,False
MA_RS14940,MA_2847,3558563,3558563,0,0.0,False
MA_RS14950,MA_2849,3561563,3561587,24,8.0,False
MA_RS14955,MA_2850,3563642,3563642,0,0.0,False
MA_RS14970,MA_2851,3564931,3564931,0,0.0,False
MA_RS14975,MA_2852,3565220,3565220,0,0.0,False
MA_RS14985,MA_2854,3567005,3567005,0,0.0,False
MA_RS14990,MA_2855,3567597,3567597,0,0.0,False
MA_RS15000,MA_2856,3569227,3569197,30,10.0,False
MA_RS15010,MA_2859,3574042,3574042,0,0.0,False
MA_RS15015,MA_2860,3575522,3575555,33,11.0,False
MA_RS15020,MA_2861,3576158,3576158,0,0.0,False
MA_RS15025,MA_2862,3578590,3578590,0,0.0,False
MA_RS15030,MA_2863,3579321,3579321,0,0.0,False
MA_RS15045,MA_2866,3581153,3581153,0,0.0,False
MA_RS15050,MA_2867,3583286,3583286,0,0.0,False
MA_RS15055,MA_2868,3585664,3585664,0,0.0,False
MA_RS15060,MA_2869,3586076,3586076,0,0.0,False
MA_RS15065,MA_2870,3586801,3586801,0,0.0,False
MA_RS15075,MA_2873,3587960,3587927,33,11.0,False
MA_RS15080,MA_2874,3588541,3588541,0,0.0,False
MA_RS15085,MA_2875,3589189,3589189,0,0.0,False
MA_RS15095,MA_2877,3590331,3590331,0,0.0,False
MA_RS15100,MA_2878,3590806,3590788,18,6.0,False
MA_RS15105,MA_2879,3592050,3592083,-33,-11.0,False
MA_RS15110,MA_2880,3592625,3592520,105,35.0,False
MA_RS15115,MA_2881,3593159,3593159,0,0.0,False
MA_RS15120,MA_2882,3594276,3594267,9,3.0,False
MA_RS15125,MA_2883,3595587,3595587,0,0.0,False
MA_RS15130,MA_2884,3596374,3596134,-240,-80.0,False
MA_RS15135,MA_2885,3598811,3598871,60,20.0,False
MA_RS15140,MA_2886,3601895,3601895,0,0.0,False
MA_RS15150,MA_2888,3604380,3604380,0,0.0,False
MA_RS15155,MA_2889,3606083,3606083,0,0.0,False
MA_RS15160,MA_2890,3609073,3609073,0,0.0,False
MA_RS15165,MA_2891,3609519,3609501,18,6.0,False
MA_RS15175,MA_2893,3613050,3613050,0,0.0,False
MA_RS15180,MA_2894,3613380,3613380,0,0.0,False
MA_RS15185,MA_2895,3616266,3616266,0,0.0,False
MA_RS15190,MA_2896,3617629,3617629,0,0.0,False
MA_RS15195,MA_2897,3619916,3619916,0,0.0,False
MA_RS15200,MA_2899,3622785,3622785,0,0.0,False
MA_RS15205,MA_2900,3623874,3623874,0,0.0,False
MA_RS15210,MA_2901,3625485,3625488,3,1.0,False
MA_RS15220,MA_2903,3626393,3626459,-66,-22.0,False
MA_RS15225,MA_2904,3627384,3627363,21,7.0,False
MA_RS15235,MA_2906,3630418,3630514,96,32.0,False
MA_RS15240,MA_2907,3631727,3631727,0,0.0,False
MA_RS15245,MA_2908,3633504,3633543,39,13.0,False
MA_RS15250,MA_2909,3637083,3637089,6,2.0,False
MA_RS15255,MA_2910,3638141,3638141,0,0.0,False
MA_RS15260,MA_2911,3638412,3638412,0,0.0,False
MA_RS15265,MA_2912,3640451,3640460,9,3.0,False
MA_RS15270,MA_2914,3641357,3641357,0,0.0,False
MA_RS15275,MA_2916,3642248,3642248,0,0.0,False
MA_RS15280,MA_2917,3644899,3644899,0,0.0,False
MA_RS15285,MA_2918,3645351,3645351,0,0.0,False
MA_RS15290,MA_2919,3646186,3646057,129,43.0,False
MA_RS15295,MA_2920,3646896,3646887,9,3.0,False
MA_RS15300,MA_2921,3647181,3647181,0,0.0,False
MA_RS15305,MA_2922,3648808,3648808,0,0.0,False
MA_RS15310,MA_2923,3649117,3649117,0,0.0,False
MA_RS15315,MA_2925,3650330,3650312,18,6.0,False
MA_RS15325,MA_2927,3655319,3655292,27,9.0,False
MA_RS15330,MA_2928,3657363,3657363,0,0.0,False
MA_RS15335,MA_2929,3658106,3658106,0,0.0,False
MA_RS15340,MA_2930,3658919,3658919,0,0.0,False
MA_RS15345,MA_2931,3658991,3658991,0,0.0,False
MA_RS15355,MA_2933,3661887,3661887,0,0.0,False
MA_RS15365,MA_2934,3663530,3663530,0,0.0,False
MA_RS15370,MA_2935,3664555,3664555,0,0.0,False
MA_RS15375,MA_2936,3665308,3665308,0,0.0,False
MA_RS15390,MA_2939,3668531,3668531,0,0.0,False
MA_RS15395,MA_2940,3671405,3671405,0,0.0,False
MA_RS15400,MA_2941,3671681,3671633,48,16.0,False
MA_RS15405,MA_2942,3673995,3674007,12,4.0,False
MA_RS15430,MA_2944,3678216,3678216,0,0.0,False
MA_RS15435,MA_2945,3678529,3678529,0,0.0,False
MA_RS15455,MA_2948,3681730,3681730,0,0.0,False
MA_RS15460,MA_2949,3682508,3682508,0,0.0,False
MA_RS15465,MA_2950,3683199,3683199,0,0.0,False
MA_RS15470,MA_2951,3684313,3684331,18,6.0,False
MA_RS15475,MA_2952,3684520,3684547,-27,-9.0,False
MA_RS15480,MA_2953,3685529,3685529,0,0.0,False
MA_RS15500,MA_2957,3690225,3690225,0,0.0,False
MA_RS15505,MA_2958,3691043,3691058,15,5.0,False
MA_RS15510,MA_2959,3691521,3691455,66,22.0,False
MA_RS15520,MA_2961,3694952,3695054,-102,-34.0,False
MA_RS15525,MA_2962,3698470,3698470,0,0.0,False
MA_RS15530,MA_2963,3698985,3698985,0,0.0,False
MA_RS15535,MA_2964,3699642,3699642,0,0.0,False
MA_RS15540,MA_2965,3701555,3701555,0,0.0,False
MA_RS15545,MA_2966,3703060,3703060,0,0.0,False
MA_RS15550,MA_2967,3703823,3704009,186,62.0,False
MA_RS15555,MA_2968,3704201,3704201,0,0.0,False
MA_RS15560,MA_2969,3705929,3705917,12,4.0,False
MA_RS15570,MA_2971,3707001,3707001,0,0.0,False
MA_RS15585,MA_2973,3709434,3709377,-57,-19.0,False
MA_RS15595,MA_2975,3710459,3710459,0,0.0,False
MA_RS15600,MA_2976,3711459,3711459,0,0.0,False
MA_RS15605,MA_2977,3712716,3712716,0,0.0,False
MA_RS15615,MA_2978,3713230,3713230,0,0.0,False
MA_RS15625,MA_2979,3715401,3715458,57,19.0,False
MA_RS15630,MA_2980,3716204,3716204,0,0.0,False
MA_RS15635,MA_2981,3716630,3716630,0,0.0,False
MA_RS15640,MA_2982,3717680,3717611,69,23.0,False
MA_RS15645,MA_2983,3718775,3718775,0,0.0,False
MA_RS15650,MA_2984,3720050,3720050,0,0.0,False
MA_RS15655,MA_2985,3721618,3721618,0,0.0,False
MA_RS15660,MA_2986,3723019,3723019,0,0.0,False
MA_RS15665,MA_2987,3724905,3724905,0,0.0,False
MA_RS15670,MA_2988,3725608,3725677,69,23.0,False
MA_RS15675,MA_2989,3726717,3726717,0,0.0,False
MA_RS15680,MA_2990,3727561,3727561,0,0.0,False
MA_RS15685,MA_2991,3728774,3728774,0,0.0,False
MA_RS15690,MA_2992,3729786,3729786,0,0.0,False
MA_RS15695,MA_2993,3730495,3730471,-24,-8.0,False
MA_RS15700,MA_2994,3731645,3731645,0,0.0,False
MA_RS15705,MA_2995,3732389,3732407,18,6.0,False
MA_RS15710,MA_2997,3733156,3733156,0,0.0,False
MA_RS15715,MA_2999,3733870,3733870,0,0.0,False
MA_RS15720,MA_3000,3734404,3734404,0,0.0,False
MA_RS15730,MA_3003,3737662,3737662,0,0.0,False
MA_RS15745,MA_3006,3739179,3739146,33,11.0,False
MA_RS15750,MA_3007,3740041,3740035,6,2.0,False
MA_RS15755,MA_3008,3741869,3741896,27,9.0,False
MA_RS15760,MA_3009,3742949,3742949,0,0.0,False
MA_RS15765,MA_3010,3743680,3743680,0,0.0,False
MA_RS15770,MA_3012,3744268,3744268,0,0.0,False
MA_RS15775,MA_3013,3745410,3745410,0,0.0,False
MA_RS15780,MA_3014,3746512,3746512,0,0.0,False
MA_RS15785,MA_3015,3747033,3747030,3,1.0,False
MA_RS15790,MA_3016,3748055,3748055,0,0.0,False
MA_RS15795,MA_3017,3748969,3748969,0,0.0,False
MA_RS15800,MA_3018,3749938,3749938,0,0.0,False
MA_RS15805,MA_3019,3751192,3751192,0,0.0,False
MA_RS15810,MA_3020,3753439,3753439,0,0.0,False
MA_RS15815,MA_3021,3753783,3753771,12,4.0,False
MA_RS15820,MA_3022,3754941,3754941,0,0.0,False
MA_RS15825,MA_3023,3756181,3756181,0,0.0,False
MA_RS15830,MA_3024,3758146,3758137,9,3.0,False
MA_RS15835,MA_3025,3759447,3759447,0,0.0,False
MA_RS15840,MA_3026,3761287,3761335,48,16.0,False
MA_RS15845,MA_3027,3761359,3761359,0,0.0,False
MA_RS15855,MA_3028,3762118,3762118,0,0.0,False
MA_RS15865,MA_3029,3763307,3763307,0,0.0,False
MA_RS15870,MA_3030,3765072,3765045,27,9.0,False
MA_RS15875,MA_3031,3766505,3766505,0,0.0,False
MA_RS15880,MA_3032,3768528,3768528,0,0.0,False
MA_RS15885,MA_3033,3768982,3768982,0,0.0,False
MA_RS15890,MA_3034,3769770,3769770,0,0.0,False
MA_RS15895,MA_3035,3772409,3772409,0,0.0,False
MA_RS15905,MA_3038,3774883,3774883,0,0.0,False
MA_RS15910,MA_3039,3776348,3776348,0,0.0,False
MA_RS15915,MA_3040,3778117,3778117,0,0.0,False
MA_RS15920,MA_3042,3778714,3778714,0,0.0,False
MA_RS15925,MA_3043,3779792,3779792,0,0.0,False
MA_RS15930,MA_3044,3781627,3781627,0,0.0,False
MA_RS15935,MA_3045,3782415,3782415,0,0.0,False
MA_RS15940,MA_3046,3782562,3782577,-15,-5.0,False
MA_RS15945,MA_3047,3783508,3783433,75,25.0,False
MA_RS15950,MA_3048,3784610,3784610,0,0.0,False
MA_RS15955,MA_3049,3786207,3786153,54,18.0,False
MA_RS15960,MA_3050,3787150,3787093,57,19.0,False
MA_RS15965,MA_3051,3788302,3788302,0,0.0,False
MA_RS15970,MA_3052,3789539,3789539,0,0.0,False
MA_RS15975,MA_3054,3794449,3794449,0,0.0,False
MA_RS15980,MA_3055,3796068,3796077,9,3.0,False
MA_RS15985,MA_3056,3797933,3797933,0,0.0,False
MA_RS15990,MA_3057,3798683,3798683,0,0.0,False
MA_RS15995,MA_3058,3799158,3799197,39,13.0,False
MA_RS16000,MA_3059,3799636,3799636,0,0.0,False
MA_RS16005,MA_3060,3800392,3800431,39,13.0,False
MA_RS16010,MA_3061,3801038,3801038,0,0.0,False
MA_RS16015,MA_3062,3801697,3801697,0,0.0,False
MA_RS16020,MA_3063,3803910,3803910,0,0.0,False
MA_RS16025,MA_3064,3804563,3804563,0,0.0,False
MA_RS16030,MA_3065,3805162,3805171,9,3.0,False
MA_RS16035,MA_3066,3807803,3807803,0,0.0,False
