locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS13695,MA2629,"MA2629,MA_2629",MA_RS13695,protein_coding,NC_003552.1,3258044,3259009,-
MA_RS13700,MA2630,"MA2630,MA_2630",MA_RS13700,protein_coding,NC_003552.1,3259574,3260722,+
MA_RS29440,,,MA_RS29440,protein_coding,NC_003552.1,3260868,3261002,+
MA_RS13705,MA2631,"MA2631,MA_2631",MA_RS13705,protein_coding,NC_003552.1,3261009,3261563,+
MA_RS13710,MA2632,"MA2632,MA_2632",MA_RS13710,protein_coding,NC_003552.1,3261612,3262478,+
MA_RS13715,MA2633,"MA2633,MA_2633",MA_RS13715,protein_coding,NC_003552.1,3262680,3263621,+
MA_RS13720,MA2634,"MA2634,MA_2634",MA_RS13720,protein_coding,NC_003552.1,3263773,3265059,-
MA_RS27100,,,MA_RS27100,protein_coding,NC_003552.1,3265155,3265334,+
MA_RS25595,,,MA_RS25595,protein_coding,NC_003552.1,3265694,3265843,+
MA_RS13725,MA2635,"MA2635,MA_2635",MA_RS13725,protein_coding,NC_003552.1,3265921,3266904,+
MA_RS27105,,,MA_RS27105,protein_coding,NC_003552.1,3266950,3267093,-
MA_RS13730,MA2636,"MA2636,MA_2636",MA_RS13730,protein_coding,NC_003552.1,3267202,3267735,+
MA_RS27110,,,MA_RS27110,protein_coding,NC_003552.1,3267814,3267969,+
MA_RS28700,,,MA_RS28700,protein_coding,NC_003552.1,3268130,3268288,+
MA_RS28705,MA_2638,MA_2638,MA_RS28705,protein_coding,NC_003552.1,3268419,3268811,+
MA_RS13740,MA2639,"MA2639,MA_2639",MA_RS13740,protein_coding,NC_003552.1,3269154,3269714,+
MA_RS13745,MA2640,"MA2640,MA_2640",MA_RS13745,protein_coding,NC_003552.1,3270322,3270882,+
MA_RS13750,MA2641,"MA2641,MA_2641",MA_RS13750,protein_coding,NC_003552.1,3271158,3271400,+
MA_RS13755,MA2642,"MA2642,MA_2642",MA_RS13755,protein_coding,NC_003552.1,3271551,3271973,+
MA_RS13765,MA2644,"MA2644,MA_2644",MA_RS13765,protein_coding,NC_003552.1,3273086,3273601,+
MA_RS13770,MA2645,"MA2645,MA_2645",MA_RS13770,protein_coding,NC_003552.1,3273812,3276166,+
MA_RS13775,MA2646,"MA2646,MA_2646",MA_RS13775,protein_coding,NC_003552.1,3276371,3277351,+
MA_RS13780,MA2647,"MA2647,MA_2647",MA_RS13780,protein_coding,NC_003552.1,3277504,3278844,+
MA_RS13785,MA2648,"MA2648,MA_2648",MA_RS13785,protein_coding,NC_003552.1,3278967,3280457,+
MA_RS29445,,,MA_RS29445,protein_coding,NC_003552.1,3280509,3280637,+
MA_RS13795,MA2649,"MA2649,MA_2649",MA_RS13795,protein_coding,NC_003552.1,3280969,3281886,+
MA_RS13800,MA2650,"MA2650,MA_2650",MA_RS13800,protein_coding,NC_003552.1,3282099,3284456,+
MA_RS13805,MA2651,"MA2651,MA_2651",MA_RS13805,protein_coding,NC_003552.1,3284586,3285140,+
MA_RS13810,MA2652,"MA2652,MA_2652",MA_RS13810,protein_coding,NC_003552.1,3285263,3286009,+
MA_RS13815,MA2653,"MA2653,MA_2653",MA_RS13815,protein_coding,NC_003552.1,3286017,3287537,-
MA_RS13820,MA2654,"MA2654,MA_2654",MA_RS13820,protein_coding,NC_003552.1,3287813,3288196,-
MA_RS13825,MA2655,"MA2655,MA_2655",MA_RS13825,protein_coding,NC_003552.1,3288317,3288703,-
MA_RS25605,MA_2656,MA_2656,MA_RS25605,protein_coding,NC_003552.1,3289045,3290073,-
MA_RS13840,MA2657,"MA2657,MA_2657",MA_RS13840,protein_coding,NC_003552.1,3291311,3292435,+
MA_RS13845,,,MA_RS13845,protein_coding,NC_003552.1,3292512,3292703,-
MA_RS13850,MA2658,"MA2658,MA_2658",MA_RS13850,protein_coding,NC_003552.1,3292834,3293094,+
MA_RS13855,,,MA_RS13855,protein_coding,NC_003552.1,3293160,3293342,+
MA_RS13860,,,MA_RS13860,protein_coding,NC_003552.1,3293364,3293558,+
MA_RS13875,MA2660,"MA2660,MA_2660",MA_RS13875,protein_coding,NC_003552.1,3294652,3295068,-
MA_RS28715,MA_2661,MA_2661,MA_RS28715,protein_coding,NC_003552.1,3295464,3296171,+
MA_RS28720,MA_2662,MA_2662,MA_RS28720,protein_coding,NC_003552.1,3296239,3296625,+
MA_RS13885,MA2663,"MA2663,MA_2663",MA_RS13885,protein_coding,NC_003552.1,3296857,3298656,+
MA_RS13890,MA2664,"MA2664,MA_2664",MA_RS13890,protein_coding,NC_003552.1,3298709,3299257,+
MA_RS13895,MA2665,"MA2665,MA_2665",glmM,protein_coding,NC_003552.1,3299817,3301175,+
MA_RS13900,MA2666,"MA2666,MA_2666",MA_RS13900,protein_coding,NC_003552.1,3301249,3302166,-
MA_RS13905,MA2667,"MA2667,MA_2667",ppsA,protein_coding,NC_003552.1,3302508,3304922,+
MA_RS28725,,,MA_RS28725,protein_coding,NC_003552.1,3305462,3305644,+
MA_RS27120,,,MA_RS27120,protein_coding,NC_003552.1,3306484,3306642,+
MA_RS13920,MA2669,"MA2669,MA_2669",MA_RS13920,protein_coding,NC_003552.1,3307313,3308551,+
MA_RS13925,MA2670,"MA2670,MA_2670",MA_RS13925,protein_coding,NC_003552.1,3308692,3310299,-
MA_RS13930,MA2671,"MA2671,MA_2671",gpmI,protein_coding,NC_003552.1,3311443,3312990,+
MA_RS13935,,,MA_RS13935,protein_coding,NC_003552.1,3313308,3313694,-
MA_RS27125,,,MA_RS27125,protein_coding,NC_003552.1,3313873,3314043,+
MA_RS13940,MA2672,"MA2672,MA_2672",MA_RS13940,protein_coding,NC_003552.1,3314040,3316778,+
MA_RS28730,MA_2673,MA_2673,MA_RS28730,protein_coding,NC_003552.1,3316976,3317434,-
MA_RS28735,MA_2674,MA_2674,MA_RS28735,protein_coding,NC_003552.1,3317555,3318505,-
MA_RS28740,MA_2675,MA_2675,MA_RS28740,protein_coding,NC_003552.1,3318397,3319035,-
MA_RS13950,MA2676,"MA2676,MA_2676",MA_RS13950,protein_coding,NC_003552.1,3319841,3320338,+
MA_RS13955,MA2677,"MA2677,MA_2677",MA_RS13955,protein_coding,NC_003552.1,3321569,3322966,+
MA_RS13960,MA2678,"MA2678,MA_2678",MA_RS13960,protein_coding,NC_003552.1,3324312,3324608,+
MA_RS13970,MA2680,"MA2680,MA_2680",MA_RS13970,protein_coding,NC_003552.1,3326250,3327734,-
MA_RS13975,MA2681,"MA2681,MA_2681",MA_RS13975,protein_coding,NC_003552.1,3328021,3328821,+
MA_RS13985,MA2682,"MA2682,MA_2682",MA_RS13985,protein_coding,NC_003552.1,3330127,3330561,-
MA_RS13995,,,MA_RS13995,protein_coding,NC_003552.1,3332027,3332800,-
MA_RS14000,,,MA_RS14000,protein_coding,NC_003552.1,3332724,3333245,-
MA_RS24635,MA_2684,MA_2684,MA_RS24635,protein_coding,NC_003552.1,3334045,3334485,-
MA_RS14010,,,MA_RS14010,protein_coding,NC_003552.1,3334494,3334850,-
MA_RS14015,MA2685,"MA2685,MA_2685",MA_RS14015,protein_coding,NC_003552.1,3335624,3336298,-
MA_RS14020,MA2686,"MA2686,MA_2686",MA_RS14020,protein_coding,NC_003552.1,3336430,3337140,-
MA_RS14025,MA2687,"MA2687,MA_2687",MA_RS14025,protein_coding,NC_003552.1,3337585,3338295,-
MA_RS14030,MA4679,"MA4679,MA_4679",MA_RS14030,protein_coding,NC_003552.1,3338551,3338811,-
MA_RS27135,,,MA_RS27135,protein_coding,NC_003552.1,3338784,3338957,-
MA_RS14035,MA2688,"MA2688,MA_2688",MA_RS14035,protein_coding,NC_003552.1,3338961,3339710,-
MA_RS14040,MA4680,"MA4680,MA_4680",MA_RS14040,protein_coding,NC_003552.1,3339698,3340528,-
MA_RS14045,MA4681,"MA4681,MA_4681",MA_RS14045,protein_coding,NC_003552.1,3340728,3341564,-
MA_RS14050,MA2689,"MA2689,MA_2689",MA_RS14050,protein_coding,NC_003552.1,3341568,3342554,-
MA_RS27140,,,MA_RS27140,protein_coding,NC_003552.1,3343193,3343366,-
MA_RS14060,MA2690,"MA2690,MA_2690",ppcA,protein_coding,NC_003552.1,3343690,3345270,+
MA_RS14070,MA2691,"MA2691,MA_2691",MA_RS14070,protein_coding,NC_003552.1,3346085,3346900,+
MA_RS14080,MA4661,"MA4661,MA_4661",MA_RS14080,protein_coding,NC_003552.1,3347262,3349847,+
MA_RS14085,MA4675,"MA4675,MA_4675",MA_RS14085,protein_coding,NC_003552.1,3350159,3351697,+
MA_RS14095,MA2694,"MA2694,MA_2694",MA_RS14095,protein_coding,NC_003552.1,3352959,3354479,+
MA_RS14100,MA2695,"MA2695,MA_2695",mprF,protein_coding,NC_003552.1,3354743,3357298,+
MA_RS14105,MA2696,"MA2696,MA_2696",MA_RS14105,protein_coding,NC_003552.1,3357319,3358035,-
MA_RS28745,MA_2697,MA_2697,MA_RS28745,protein_coding,NC_003552.1,3358317,3358778,-
MA_RS28750,,,MA_RS28750,protein_coding,NC_003552.1,3359122,3359604,-
MA_RS14120,MA2698,"MA2698,MA_2698",MA_RS14120,protein_coding,NC_003552.1,3360001,3360585,-
MA_RS14125,MA2699,"MA2699,MA_2699",MA_RS14125,protein_coding,NC_003552.1,3360963,3361406,+
MA_RS14130,MA2700,"MA2700,MA_2700",MA_RS14130,protein_coding,NC_003552.1,3362473,3362865,-
MA_RS14135,MA2701,"MA2701,MA_2701",MA_RS14135,protein_coding,NC_003552.1,3363859,3364803,-
MA_RS14155,MA2704,"MA2704,MA_2704",MA_RS14155,protein_coding,NC_003552.1,3366336,3366566,+
MA_RS14160,MA2705,"MA2705,MA_2705",MA_RS14160,protein_coding,NC_003552.1,3366977,3367786,-
MA_RS14165,MA2706,"MA2706,MA_2706",MA_RS14165,protein_coding,NC_003552.1,3368327,3371056,+
MA_RS14170,MA2707,"MA2707,MA_2707",MA_RS14170,protein_coding,NC_003552.1,3371101,3371373,+
MA_RS14175,MA2708,"MA2708,MA_2708",MA_RS14175,protein_coding,NC_003552.1,3371564,3372097,-
MA_RS25635,MA_2709,MA_2709,MA_RS25635,protein_coding,NC_003552.1,3372335,3372616,-
MA_RS14180,MA2710,"MA2710,MA_2710",MA_RS14180,protein_coding,NC_003552.1,3373557,3374291,+
MA_RS14185,MA2711,"MA2711,MA_2711",MA_RS14185,protein_coding,NC_003552.1,3374275,3377394,+
MA_RS14190,MA2712,"MA2712,MA_2712",MA_RS14190,protein_coding,NC_003552.1,3377378,3379057,+
MA_RS14195,MA2713,"MA2713,MA_2713",MA_RS14195,protein_coding,NC_003552.1,3379038,3381494,+
MA_RS14200,,,MA_RS14200,protein_coding,NC_003552.1,3381594,3381902,-
MA_RS14205,MA2714,"MA2714,MA_2714",MA_RS14205,protein_coding,NC_003552.1,3382721,3384343,-
MA_RS14210,MA2715,"MA2715,MA_2715",MA_RS14210,protein_coding,NC_003552.1,3384350,3385675,-
MA_RS14215,MA2716,"MA2716,MA_2716",nadA,protein_coding,NC_003552.1,3385971,3386885,-
MA_RS14220,MA2717,"MA2717,MA_2717",nifU,protein_coding,NC_003552.1,3387094,3387480,-
MA_RS14225,MA2718,"MA2718,MA_2718",nifS,protein_coding,NC_003552.1,3387649,3388827,-
MA_RS14230,MA2719,"MA2719,MA_2719",MA_RS14230,protein_coding,NC_003552.1,3389051,3389416,+
MA_RS14235,MA2720,"MA2720,MA_2720",cysK,protein_coding,NC_003552.1,3390237,3391163,+
MA_RS29450,MA_2721,MA_2721,cysE,protein_coding,NC_003552.1,3391407,3392369,+
MA_RS14245,MA2722,"MA2722,MA_2722",thiE,protein_coding,NC_003552.1,3392976,3393662,-
MA_RS14250,MA2723,"MA2723,MA_2723",thiM,protein_coding,NC_003552.1,3393933,3394718,-
MA_RS14255,MA2724,"MA2724,MA_2724",MA_RS14255,protein_coding,NC_003552.1,3395273,3396469,-
MA_RS14260,MA2725,"MA2725,MA_2725",MA_RS14260,protein_coding,NC_003552.1,3396795,3398099,-
MA_RS14265,MA2726,"MA2726,MA_2726",MA_RS14265,protein_coding,NC_003552.1,3398419,3399666,-
MA_RS14270,MA2727,"MA2727,MA_2727",MA_RS14270,protein_coding,NC_003552.1,3400145,3400912,+
MA_RS14275,MA2728,"MA2728,MA_2728",MA_RS14275,protein_coding,NC_003552.1,3401521,3402693,+
MA_RS14280,MA2729,"MA2729,MA_2729",MA_RS14280,protein_coding,NC_003552.1,3404024,3405268,-
MA_RS14285,MA2730,"MA2730,MA_2730",MA_RS14285,protein_coding,NC_003552.1,3405592,3406389,-
MA_RS14290,MA2731,"MA2731,MA_2731",MA_RS14290,protein_coding,NC_003552.1,3406927,3407877,-
MA_RS14295,MA2732,"MA2732,MA_2732",MA_RS14295,protein_coding,NC_003552.1,3408138,3409625,-
MA_RS25640,,,MA_RS25640,protein_coding,NC_003552.1,3409745,3410427,-
MA_RS14310,MA2735,"MA2735,MA_2735",MA_RS14310,protein_coding,NC_003552.1,3411572,3412858,-
MA_RS25645,MA_2736,MA_2736,MA_RS25645,protein_coding,NC_003552.1,3413821,3414952,-
MA_RS14330,MA2737,"MA2737,MA_2737",MA_RS14330,protein_coding,NC_003552.1,3415360,3415782,+
MA_RS25650,,,MA_RS25650,protein_coding,NC_003552.1,3415736,3416215,-
MA_RS14345,MA2738,"MA2738,MA_2738",istA,protein_coding,NC_003552.1,3417855,3419099,+
MA_RS14350,MA2739,"MA2739,MA_2739",istB,protein_coding,NC_003552.1,3419096,3419869,+
MA_RS14355,,,MA_RS14355,protein_coding,NC_003552.1,3420363,3420599,+
MA_RS14360,MA2740,"MA2740,MA_2740",MA_RS14360,protein_coding,NC_003552.1,3421132,3422760,+
MA_RS14365,MA2741,"MA2741,MA_2741",MA_RS14365,protein_coding,NC_003552.1,3423097,3423327,+
MA_RS14370,MA2742,"MA2742,MA_2742",MA_RS14370,protein_coding,NC_003552.1,3423354,3424172,-
MA_RS14375,MA2743,"MA2743,MA_2743",MA_RS14375,protein_coding,NC_003552.1,3424483,3424950,-
MA_RS14380,MA2745,"MA2745,MA_2745",MA_RS14380,protein_coding,NC_003552.1,3425737,3426654,-
MA_RS14385,MA2746,"MA2746,MA_2746",MA_RS14385,protein_coding,NC_003552.1,3426902,3427573,-
MA_RS27165,MA_2747,MA_2747,MA_RS27165,protein_coding,NC_003552.1,3428458,3428865,+
MA_RS14400,MA2749,"MA2749,MA_2749",MA_RS14400,protein_coding,NC_003552.1,3430549,3431355,+
MA_RS28215,MA_2750,MA_2750,MA_RS28215,protein_coding,NC_003552.1,3431382,3431807,-
MA_RS14410,MA2751,"MA2751,MA_2751",MA_RS14410,protein_coding,NC_003552.1,3432431,3433204,+
MA_RS14415,MA2752,"MA2752,MA_2752",MA_RS14415,protein_coding,NC_003552.1,3434592,3434825,-
MA_RS14420,MA2753,"MA2753,MA_2753",MA_RS14420,protein_coding,NC_003552.1,3435024,3435461,-
MA_RS14425,MA2754,"MA2754,MA_2754",MA_RS14425,protein_coding,NC_003552.1,3435598,3436050,-
MA_RS28765,MA_2755,MA_2755,MA_RS28765,protein_coding,NC_003552.1,3436511,3436678,-
MA_RS14435,MA2756,"MA2756,MA_2756",MA_RS14435,protein_coding,NC_003552.1,3437343,3438545,-
MA_RS29665,MA_2757,MA_2757,MA_RS29665,protein_coding,NC_003552.1,3438739,3440454,-
MA_RS25655,MA_2758,MA_2758,MA_RS25655,protein_coding,NC_003552.1,3440836,3442026,-
MA_RS14455,MA2759,"MA2759,MA_2759",MA_RS14455,protein_coding,NC_003552.1,3442060,3442320,-
MA_RS24650,MA_2760,MA_2760,MA_RS24650,protein_coding,NC_003552.1,3442895,3443944,-
MA_RS14465,MA2761,"MA2761,MA_2761",MA_RS14465,protein_coding,NC_003552.1,3443910,3444632,-
MA_RS14470,MA2762,"MA2762,MA_2762",MA_RS14470,protein_coding,NC_003552.1,3445011,3446255,+
MA_RS27170,,,MA_RS27170,protein_coding,NC_003552.1,3446487,3446645,+
MA_RS14475,MA2763,"MA2763,MA_2763",MA_RS14475,protein_coding,NC_003552.1,3446701,3447600,-
MA_RS14480,MA2764,"MA2764,MA_2764",MA_RS14480,protein_coding,NC_003552.1,3447700,3448368,-
MA_RS24655,MA_2765,MA_2765,MA_RS24655,protein_coding,NC_003552.1,3449108,3450145,-
MA_RS14490,MA2766,"MA2766,MA_2766",MA_RS14490,protein_coding,NC_003552.1,3450120,3450842,-
MA_RS14500,MA2768,"MA2768,MA_2768",MA_RS14500,protein_coding,NC_003552.1,3451464,3451910,-
MA_RS28785,,,MA_RS28785,protein_coding,NC_003552.1,3452502,3452696,-
MA_RS25665,MA_2770,MA_2770,MA_RS25665,protein_coding,NC_003552.1,3453640,3455235,+
MA_RS25670,MA_4670,MA_4670,MA_RS25670,protein_coding,NC_003552.1,3455361,3455570,+
MA_RS14515,MA2771,"MA2771,MA_2771",MA_RS14515,protein_coding,NC_003552.1,3455995,3456342,-
MA_RS14520,MA2772,"MA2772,MA_2772",MA_RS14520,protein_coding,NC_003552.1,3457371,3458480,+
MA_RS14525,MA2773,"MA2773,MA_2773",MA_RS14525,protein_coding,NC_003552.1,3458513,3459553,+
MA_RS14535,MA2776,"MA2776,MA_2776",MA_RS14535,protein_coding,NC_003552.1,3460651,3461418,+
MA_RS14540,MA2777,"MA2777,MA_2777",MA_RS14540,protein_coding,NC_003552.1,3461698,3462924,-
MA_RS28220,MA_2778,MA_2778,MA_RS28220,protein_coding,NC_003552.1,3462961,3463548,-
MA_RS14550,MA2779,"MA2779,MA_2779",MA_RS14550,protein_coding,NC_003552.1,3463833,3464456,-
MA_RS14555,MA2780,"MA2780,MA_2780",MA_RS14555,protein_coding,NC_003552.1,3464449,3465240,-
MA_RS14560,MA2781,"MA2781,MA_2781",MA_RS14560,protein_coding,NC_003552.1,3465832,3466425,-
MA_RS14565,MA2782,"MA2782,MA_2782",MA_RS14565,protein_coding,NC_003552.1,3466566,3467135,-
MA_RS14570,MA2783,"MA2783,MA_2783",MA_RS14570,protein_coding,NC_003552.1,3467362,3468465,-
MA_RS28790,MA_2784,MA_2784,MA_RS28790,protein_coding,NC_003552.1,3469328,3472513,+
MA_RS25680,,,MA_RS25680,protein_coding,NC_003552.1,3473472,3474154,+
MA_RS14590,MA2787,"MA2787,MA_2787",MA_RS14590,protein_coding,NC_003552.1,3474258,3474545,+
MA_RS14595,MA2788,"MA2788,MA_2788",MA_RS14595,protein_coding,NC_003552.1,3474738,3475175,+
MA_RS28795,MA_2789,MA_2789,MA_RS28795,protein_coding,NC_003552.1,3475921,3476145,-
MA_RS14605,MA2790,"MA2790,MA_2790",MA_RS14605,protein_coding,NC_003552.1,3476230,3476481,+
MA_RS14610,MA2791,"MA2791,MA_2791",MA_RS14610,protein_coding,NC_003552.1,3476474,3476842,+
MA_RS29460,,,MA_RS29460,protein_coding,NC_003552.1,3477489,3477611,-
MA_RS14615,MA2792,"MA2792,MA_2792",MA_RS14615,protein_coding,NC_003552.1,3477677,3478264,-
MA_RS27180,,,MA_RS27180,protein_coding,NC_003552.1,3479083,3479229,+
MA_RS28800,MA_2793,MA_2793,MA_RS28800,protein_coding,NC_003552.1,3479655,3485225,+
MA_RS24675,MA_2794,MA_2794,MA_RS24675,protein_coding,NC_003552.1,3485995,3487887,+
MA_RS27210,MA_2795,MA_2795,MA_RS27210,protein_coding,NC_003552.1,3488579,3489151,+
MA_RS14640,MA2796,"MA2796,MA_2796",MA_RS14640,protein_coding,NC_003552.1,3489586,3490221,-
MA_RS14645,MA2797,"MA2797,MA_2797",ltrA,protein_coding,NC_003552.1,3490274,3491521,-
MA_RS27215,,,MA_RS27215,protein_coding,NC_003552.1,3491557,3491742,-
MA_RS25685,MA_2799,MA_2799,MA_RS25685,protein_coding,NC_003552.1,3492295,3492840,-
MA_RS29220,,,MA_RS29220,protein_coding,NC_003552.1,3492898,3493002,+
MA_RS25695,MA_2800,MA_2800,MA_RS25695,protein_coding,NC_003552.1,3493235,3494830,+
MA_RS14665,,,MA_RS14665,protein_coding,NC_003552.1,3494938,3495225,-
MA_RS14670,,,MA_RS14670,protein_coding,NC_003552.1,3495786,3495995,+
MA_RS14675,MA2801,"MA2801,MA_2801",MA_RS14675,protein_coding,NC_003552.1,3496308,3496586,+
MA_RS14680,MA2802,"MA2802,MA_2802",MA_RS14680,protein_coding,NC_003552.1,3496596,3496931,+
MA_RS14685,MA2803,"MA2803,MA_2803",MA_RS14685,protein_coding,NC_003552.1,3497049,3497246,+
MA_RS14690,MA2804,"MA2804,MA_2804",MA_RS14690,protein_coding,NC_003552.1,3497414,3498685,+
MA_RS14695,MA2805,"MA2805,MA_2805",MA_RS14695,protein_coding,NC_003552.1,3498689,3499045,+
MA_RS14700,MA2806,"MA2806,MA_2806",MA_RS14700,protein_coding,NC_003552.1,3499048,3500187,-
MA_RS28805,MA_4678,MA_4678,MA_RS28805,protein_coding,NC_003552.1,3500702,3500980,+
MA_RS14705,MA2807,"MA2807,MA_2807",MA_RS14705,protein_coding,NC_003552.1,3501180,3503174,+
MA_RS14710,,,MA_RS14710,protein_coding,NC_003552.1,3503760,3503960,+
MA_RS14715,MA2808,"MA2808,MA_2808",MA_RS14715,protein_coding,NC_003552.1,3503976,3505892,+
MA_RS14720,MA2809,"MA2809,MA_2809",MA_RS14720,protein_coding,NC_003552.1,3505892,3506275,+
MA_RS14725,MA2810,"MA2810,MA_2810",MA_RS14725,protein_coding,NC_003552.1,3506272,3506892,+
MA_RS27225,,,MA_RS27225,protein_coding,NC_003552.1,3506889,3507056,+
MA_RS14730,,,MA_RS14730,protein_coding,NC_003552.1,3507526,3508290,+
MA_RS27235,,,MA_RS27235,protein_coding,NC_003552.1,3508290,3508463,+
MA_RS14735,MA2811,"MA2811,MA_2811",MA_RS14735,protein_coding,NC_003552.1,3508644,3509579,+
MA_RS14745,MAt4712,MAt4712,MA_RS14745,tRNA,NC_003552.1,3510664,3510748,-
MA_RS14750,MA2813,"MA2813,MA_2813",MA_RS14750,protein_coding,NC_003552.1,3510904,3511671,-
MA_RS14755,MA2814,"MA2814,MA_2814",nikR,protein_coding,NC_003552.1,3512424,3512846,+
MA_RS14760,MA2815,"MA2815,MA_2815",MA_RS14760,protein_coding,NC_003552.1,3513041,3513610,+
MA_RS14765,MA2816,"MA2816,MA_2816",MA_RS14765,protein_coding,NC_003552.1,3514901,3515428,+
MA_RS14770,MA2817,"MA2817,MA_2817",MA_RS14770,protein_coding,NC_003552.1,3515603,3516859,+
MA_RS14775,MA2818,"MA2818,MA_2818",MA_RS14775,protein_coding,NC_003552.1,3517500,3517907,-
MA_RS14780,MA2819,"MA2819,MA_2819",MA_RS14780,protein_coding,NC_003552.1,3518628,3518846,-
MA_RS14790,MA2821,"MA2821,MA_2821",istB,protein_coding,NC_003552.1,3520542,3521315,-
MA_RS14805,MA2824,"MA2824,MA_2824",MA_RS14805,protein_coding,NC_003552.1,3523869,3524360,+
MA_RS14810,MA2825,"MA2825,MA_2825",MA_RS14810,protein_coding,NC_003552.1,3524393,3525136,-
MA_RS14815,MA2826,"MA2826,MA_2826",MA_RS14815,protein_coding,NC_003552.1,3525621,3528986,-
MA_RS14820,MA2827,"MA2827,MA_2827",MA_RS14820,protein_coding,NC_003552.1,3529600,3530415,+
MA_RS14830,MA2828,"MA2828,MA_2828",MA_RS14830,protein_coding,NC_003552.1,3530858,3531754,-
MA_RS14845,,,MA_RS14845,protein_coding,NC_003552.1,3534134,3534466,+
MA_RS29670,,,MA_RS29670,protein_coding,NC_003552.1,3534473,3534565,+
MA_RS14850,MA2831,"MA2831,MA_2831",MA_RS14850,protein_coding,NC_003552.1,3534795,3535754,+
MA_RS14860,MA2833,"MA2833,MA_2833",MA_RS14860,protein_coding,NC_003552.1,3536222,3538654,+
MA_RS14865,MA2834,"MA2834,MA_2834",MA_RS14865,protein_coding,NC_003552.1,3538685,3539704,+
MA_RS14870,MA2835,"MA2835,MA_2835",MA_RS14870,protein_coding,NC_003552.1,3539827,3540642,-
MA_RS14875,MA2836,"MA2836,MA_2836",MA_RS14875,protein_coding,NC_003552.1,3540720,3541637,+
MA_RS29465,,,MA_RS29465,protein_coding,NC_003552.1,3541642,3541764,+
MA_RS14880,MA2837,"MA2837,MA_2837",MA_RS14880,protein_coding,NC_003552.1,3541736,3543145,+
MA_RS14885,MA2838,"MA2838,MA_2838",MA_RS14885,protein_coding,NC_003552.1,3543351,3544625,+
MA_RS14890,MA2839,"MA2839,MA_2839",MA_RS14890,protein_coding,NC_003552.1,3544679,3545884,+
MA_RS14895,MA2840,"MA2840,MA_2840",MA_RS14895,protein_coding,NC_003552.1,3545900,3546634,+
MA_RS14900,MA2841,"MA2841,MA_2841",MA_RS14900,protein_coding,NC_003552.1,3547512,3548390,+
MA_RS14905,MA2842,"MA2842,MA_2842",MA_RS14905,protein_coding,NC_003552.1,3548559,3549560,+
MA_RS14910,MA2843,"MA2843,MA_2843",MA_RS14910,protein_coding,NC_003552.1,3549600,3550481,+
MA_RS14915,MA2844,"MA2844,MA_2844",MA_RS14915,protein_coding,NC_003552.1,3550490,3552373,+
MA_RS14920,MA2845,"MA2845,MA_2845",MA_RS14920,protein_coding,NC_003552.1,3552370,3554952,+
MA_RS14930,,,MA_RS14930,protein_coding,NC_003552.1,3556034,3556216,-
MA_RS14935,MA2846,"MA2846,MA_2846",MA_RS14935,protein_coding,NC_003552.1,3557124,3558338,-
MA_RS14940,MA2847,"MA2847,MA_2847",MA_RS14940,protein_coding,NC_003552.1,3558563,3559696,+
MA_RS28810,,,MA_RS28810,protein_coding,NC_003552.1,3559810,3559986,+
MA_RS28820,,,MA_RS28820,protein_coding,NC_003552.1,3560634,3561230,+
MA_RS14950,MA2849,"MA2849,MA_2849",MA_RS14950,protein_coding,NC_003552.1,3561324,3561563,-
MA_RS14955,MA2850,"MA2850,MA_2850",MA_RS14955,protein_coding,NC_003552.1,3561912,3563642,-
MA_RS14960,MAt4713,MAt4713,MA_RS14960,tRNA,NC_003552.1,3563861,3563933,-
MA_RS14970,MA2851,"MA2851,MA_2851",MA_RS14970,protein_coding,NC_003552.1,3564149,3564931,-
MA_RS14975,MA2852,"MA2852,MA_2852",MA_RS14975,protein_coding,NC_003552.1,3565220,3565591,+
MA_RS14980,,,MA_RS14980,protein_coding,NC_003552.1,3565698,3566255,-
MA_RS14985,MA2854,"MA2854,MA_2854",MA_RS14985,protein_coding,NC_003552.1,3567005,3567565,+
MA_RS14990,MA2855,"MA2855,MA_2855",MA_RS14990,protein_coding,NC_003552.1,3567597,3567932,+
MA_RS14995,,,MA_RS14995,protein_coding,NC_003552.1,3568361,3568549,-
MA_RS15000,MA2856,"MA2856,MA_2856",MA_RS15000,protein_coding,NC_003552.1,3569227,3569724,+
MA_RS27245,,,MA_RS27245,protein_coding,NC_003552.1,3569746,3569916,-
MA_RS15010,MA2859,"MA2859,MA_2859",MA_RS15010,protein_coding,NC_003552.1,3572609,3574042,-
MA_RS15015,MA2860,"MA2860,MA_2860",MA_RS15015,protein_coding,NC_003552.1,3574044,3575522,-
MA_RS15020,MA2861,"MA2861,MA_2861",MA_RS15020,protein_coding,NC_003552.1,3575778,3576158,-
MA_RS15025,MA2862,"MA2862,MA_2862",gatE,protein_coding,NC_003552.1,3576689,3578590,-
MA_RS15030,MA2863,"MA2863,MA_2863",MA_RS15030,protein_coding,NC_003552.1,3579321,3579623,+
MA_RS27250,,,MA_RS27250,protein_coding,NC_003552.1,3579620,3579781,-
MA_RS28825,MA_2864,MA_2864,MA_RS28825,protein_coding,NC_003552.1,3579780,3580283,+
MA_RS15040,,,MA_RS15040,protein_coding,NC_003552.1,3580324,3580980,-
